ids,intents,sentences,sentence_orgin
14022,qa_definition,mô tả thiên đường ,describe heaven
4533,news_query,olly các tiêu đề từ LA lần là gì ,olly what are the headlines from the la times
2150,music_query,cho tôi thông tin về bài hát này ,give me information about this song
5594,play_music,Chơi Firefly của Mura Masa ,play firefly by mura masa
2662,music,Chơi danh sách phát Hip Hop ,play hip hop playlist
4411,play_music,ngừng nhạc đi ,stop the music
8544,calendar_remove,Xóa tất cả các sự kiện lịch của tôi ,clear all my calendar events
14059,qa_definition,cho tôi một mô tả về một boeing bảy bốn bảy ,give me a description of a boeing seven four seven
11401,play_podcasts,Vui lòng chơi podcast mới nhất ,please play the newest podcast
4631,play_music,Bạn có thể bỏ một nhịp cho tôi không ,can you drop a beat for me
6497,general_quirky,Tôi đã chạy năm dặm ngày hôm nay ,i ran five miles today
137,query,cho tôi biết tên của bài hát ,tell me the name of the song
1879,music_query,"Olly đó là bài hát Coldplay mà tôi đã nghe đến tối hôm qua, bạn có thể chơi một lần nữa không? ",olly which was that coldplay song i listened to yesterday evening can you play it again
1899,hue_lightup,làm sáng ánh sáng ở bảy mươi phần trăm ,brighten the light at seventy percent
16720,email_querycontact,Số hóa đơn là số nhà trong danh bạ của tôi ,is bills house number in my contacts
5731,weather_query,Có phải đó là một ngày mưa và bão tố ,is it a rainy and stormy day
15234,social_post,Xin chào Olly Đăng ảnh nhấp chuột cuối cùng của tôi trên Facebook với tiêu đề kết hôn Giáng sinh ,hi olly post my last clicked photo on facebook with title marry christmas
16508,email_sendemail,Thêm liên hệ mới và gửi email ,add new contact and send email
5733,weather_query,Olly tôi có cần kem màn che nắng ngày hôm nay không ,olly do i need sun screen lotion today
4157,general_joke,hey olly bạn đã nghe bất kỳ câu chuyện cười hài hước gần đây ,hey olly have you heard any funny jokes lately
3063,alarm_remove,Tôi muốn xóa báo động này vĩnh viễn ,i would like this alarm permanently removed
16614,email_query,Tôi đã nhận được bất kỳ email làm việc từ Jeff ,have i received any work emails from jeff
16312,email_sendemail,Gửi email đến Frank tại nơi làm việc ,send an email to frank at work
980,audio_volume_down,"Nó thực sự ồn ào, bạn có thể vui lòng bật nhạc xuống ",it's really loud can you please turn the music down
11579,recommendation_events,Có bất kỳ sự kiện thú vị nào xung quanh khu vực này ,are there any interesting events around this area
7519,calendar_set,Thêm cuộc họp của tôi trong văn phòng Google vào ngày mai mười giờ sáng ,add my meeting in google office tomorrow ten am
12406,transport_query,Chỉ cho tôi lịch trình tàu giữa Madrid và Barcelona cho ngày mai ,show me the train schedules between madrid and barcelona for tomorrow
4842,play_music,đá với ngôi sao nhạc rock ,rock with rock star
9420,play_radio,Nghe nói chuyện thể thao ,listen to sports talk
4676,news_query,lửa ở Columbus Ohio ,fire in columbus ohio
6759,remove,Xóa cuộc họp tiếp theo của tôi ,delete my next meeting
5555,music_query,Bài hát này là bộ phim nào từ ,what movie is this song from
5760,play_music,chơi nhạc ,play song
4460,takeaway_query,fongs có giao hàng không ,does fongs have delivery
6277,general_quirky,Ngày của tôi khá bận rộn ngày hôm nay ,my day was pretty hectic today
15607,social_post,Tweet một khiếu nại về ổ gà trên đường ,tweet a complaint about potholes on road
11613,recommendation_events,Những trò chơi bóng chày nào được lên kế hoạch cho tuần này ở Tulsa ,what baseball games are scheduled for this week in tulsa
497,iot_hue_lightchange,Xác nhận xem màu có màu xanh không ,confirm whether the color is blue
11188,lists_query,Mở danh sách ,open the list
4793,datetime_query,Ngày nào hôm nay ,what day today
12467,transport_traffic,Điều kiện giao thông của Florida là gì ,what is the traffic condition of florida
432,weather_query,thời tiết bây giờ là gì ,what is the weather right now outside
8852,calendar_remove,loại bỏ nhiệm vụ sắp tới ,remove upcoming task
14765,qa_definition,Olly Làm thế nào bạn sẽ mô tả một quả bóng ,olly how would you describe a ball
11859,recommendation_events,Các sự kiện địa phương là gì ,what are the local events
15628,social_query,Các bản cập nhật mới nhất trên tài khoản Facebook của tôi là gì ,what are the latest updates on my facebook account
11142,lists_createoradd,Vui lòng tạo một danh sách các khoản thanh toán do những người không nhận được nhiều hơn mười tháng ,please create a list of due payment those who not received more then ten months
13556,qa_factoid,Chương trình truyền hình nào là Jennifer Aniston trên ,what tv show is jennifer aniston on
13632,qa_factoid,Con sông gần nhất ở đâu ,where is the nearest river
11242,lists_query,Những gì trong danh sách nhiệm vụ của tôi ,what's in my list of tasks
3000,weather_query,So sánh thời tiết về nhà và San Antonio Texas ,compare weather home and san antonio texas
4089,play_music,Chơi Twenty Playlist hàng đầu của tôi ,play my top twenty playlist
8951,calendar_set,nhắc nhở tôi về cuộc họp vào thứ ba ,remind me of the meeting on tuesday
13757,qa_factoid,bản đồ Google ,google maps
8638,calendar_remove,Tôi không còn cần phải gặp sự kiện mà sự kiện đó có thể bị xóa ,i no longer need to see the doctor can that event be removed
1922,datetime_query,Bây giờ là mấy giờ ở Boston ,what time is it in boston
7376,calendar_query,Các cuộc họp có sẵn trong tháng 3 là những gì ,available meetings in march are what
1186,news_query,Có một bài viết về gấu bắc cực ,is there a article on polar bears
6037,alarm_set,đánh thức tôi dậy lúc năm giờ ba mươi ,wake me up at five thirty
5843,weather_query,Alexa cần một chiếc ô ngày hôm nay ,alexa do need an umbrella today
907,iot_cleaning,Bạn có thể bật chân không ,can you turn on the vacuum
11679,recommendation_locations,Alexa Tôi muốn biết Siêu thị tốt nhất trong khu vực địa phương này ,alexa i want to know the best super market in this local area
10188,cooking_recipe,Làm thế nào để tôi đâm một lợn thịt lợn ,how do i braise a pork loin
11951,recommendation_locations,Một số nhà hàng được đánh giá cao trong lĩnh vực này là gì ,what are some highly rated restaurants in this area
7338,calendar_query,Tôi đã lên kế hoạch bao nhiêu thứ tối nay ,how many things do i have planned tonight
12355,transport_ticket,xin vui lòng sắp xếp một vé tàu cho tôi ,please arrange a train ticket for me
4690,play_music,bạn có thể chơi nhạc bằng màu hồng floyd không ,can you play music by pink floyd
10411,play_game,Hãy để chúng tôi chơi từ chéo ,let us play cross words
6944,calendar_set,Mở lịch đặt lịch ,open calendar set event
6189,general_quirky,Dolores Ngày của bạn thế nào ,dolores how was your day
4542,audio_volume_up,làm cho âm thanh âm thanh to hơn ,made media volume louder
571,datetime_query,Có Giáng sinh vào hai mươi giây không ,is there christmas on twenty second
13860,qa_currency,tỷ giá hối đoái giữa đồng đô la và đồng yên là gì ,what is the exchange rate between the dollar and the yen
11836,recommendation_locations,Có trung tâm mua sắm nào gần đó không ,are there any shopping centers nearby
2511,audio_volume_mute,Tôi cần bạn im lặng cho đến ngày mai ,i need you to be quiet until tomorrow
8286,calendar_query,Tôi có một bữa tiệc theo kế hoạch vào cuối tuần này không ,do i have a party planned this weekend
12280,transport_query,Tôi muốn một vé tàu đến vị trí này ,i'd like a train ticket to this location
3495,iot_coffee,Tôi muốn một ly cà phê bây giờ ,i'd like a coffee now
7242,calendar_set,Đây là sự kiện quan trọng xin lưu ý trên lịch của tôi ,this is important event please note on my calendar
5477,iot_hue_lightchange,OLLY Xoay màu sáng ,olly rotate the light colors
7701,calendar_remove,Xóa tất cả các sự kiện trong lịch của tôi ,remove all the events in my calendar
749,audio_volume_up,Tăng âm lượng để tôi có thể nghe thấy nó trong phòng khác ,increase the volume so that i can hear it in other room
1129,play_music,Chơi tất cả các bài hát yêu thích của tôi ,play all my favorite songs
664,iot_hue_lightdim,bật đèn xuống ,turn the lights down
6950,alarm_set,Vui lòng đặt đồng hồ báo thức cho cuộc họp tiếp theo của tôi với nhóm vào thứ ba tuần sau vào thứ Sáu tới ,please set an alarm clock for my next meeting with the team at three pm next friday
6987,calendar_set,xin vui lòng nhắc tôi sinh nhật của chú tôi mỗi tháng tư ,please remind me the birthday of my uncle joe every may fourth
15290,social_post,Vui lòng gửi tin nhắn này đến trang Facebook của tôi ,please post this message to my facebook page
739,weather_query,nhiệt độ ngày nay là bao nhiêu ,what is the temperature today
9770,play_audiobook,Chơi Magic Run sau ba mươi phút ,play magic run after thirty min
12852,transport_query,Chỉ cho tôi lộ trình đến vị trí điện thoại của tôi vào ngày hôm qua mười hai chiều ,show me route to my phone location on yesterday twelve pm
4385,music_query,Tôi đang nghe bài hát nào ,what song am i listening to
7568,calendar_set,Ngày tham gia ,date of joining
5086,news_query,olly xin vui lòng đọc cho tôi tin tức hôm nay ,olly please read me today's news
12250,transport_taxi,Tìm một uber vào hai mươi chín ,find an uber on twenty ninth
7764,calendar_remove,Xin vui lòng xóa lịch của tôi về tất cả các sự kiện ,can to please clear my calendar of all events
7116,calendar_remove,Xóa cuộc hẹn của tôi vào thứ mười hai từ lịch của tôi ,erase my appointment on the twelfth from my calendar
8608,calendar_set,Tôi cần để nhóm nhỏ của mình biết vị trí đã thay đổi ,i need to let my small group know the location has changed
5509,general_joke,cung cấp một trò đùa. ,provide a joke
4841,play_music,bắt đầu âm nhạc cổ điển ,initiate classical music
2455,music_query,Bài hát hiện tại được gọi là gì ,what is the current song called
7522,calendar_set,Nhắc tôi hàng ngày với mười một sáng để gặp ông chủ ,remind me daily at eleven am for meeting with boss
5340,datetime_query,Bạn có thể cho tôi biết thời gian ngay bây giờ ,can you tell me the time right now
4097,news_query,hôm nay có chuyện gì đang xảy ra ,what's happening today
11779,recommendation_locations,nơi tốt nhất để mua vật tư bên trong thị trấn ,where is the best place to buy party supplies in town
622,news_query,Những tranh cãi mới nhất trên Donald Trump là gì? ,what is latest controversy on donald trump
6084,alarm_set,cảnh báo tôi lúc mười giờ sáng ,alert me at ten am please
14286,qa_stock,Hiển thị cổ phiếu của GOOG ,show stock of goog
11878,recommendation_events,Đề nghị một sự kiện xảy ra trong khu vực của tôi ,recommend an event happening in my area
269,iot_hue_lighton,"Olly Thật quá tối, tôi thậm chí không thể nhìn thấy bàn tay của mình ",olly it's too dark i can't even see my hands
15981,email_sendemail,Trả lời email từ Sally ,answer email from sally
12458,transport_query,gửi cho tôi hướng dẫn đến sở cảnh sát ,send me directions to the police department
9753,play_audiobook,Olly bạn có thể chơi săn cho tháng 10 đỏ không ,olly can you play hunt for red october
535,alarm_set,Tôi cần một báo động nhắc nhở tại một ,i need a reminder alarm at one
5498,datetime_convert,Mấy giờ tôi có thể gọi từ Pennsylvania và đó sẽ là giờ làm việc ở Úc ,what time can i call from pennsylvania and it will be business hours in australia
16925,email_query,Tôi đã nhận được bất kỳ email nào trong giờ cuối cùng ,have i received any emails in the last hour
12679,transport_traffic,Sẽ mất bao lâu để về nhà ,how long will it take to get home
10531,lists_query,Bạn có thể đọc tên của danh sách của tôi trên lời nhắc ,can you read the names of my lists of reminders
3472,news_query,Nhận báo cáo tin tức mới nhất về bắt cóc ở NY ,get latest news report on kidnapping in ny
16773,email_query,Tôi cần biết tất cả các email từ liên hệ liên quan đến chủ đề ,i need to know all of the emails from contact pertaining to subject
2894,audio_volume_down,Loa thấp hơn tập ,lower speaker volume
12465,transport_traffic,Giao thông trên đường cao tốc như thế nào ,how is traffic on the highway
9988,cooking_recipe,bay hơi ,evaporated
11356,play_podcasts,Bạn có thể chơi trở lại vào tháng 12 không ,can you play back to december
12100,recommendation_movies,Những gì đang chơi trong rạp chiếu phim Roosendaal ,what's playing in the roosendaal cinema
10454,lists_remove,Xóa bánh mì từ danh sách mua sắm ,delete bread from shopping list
5041,weather_query,Tình trạng thời tiết ,status of weather
3633,play_music,Google tôi muốn nghe danh sách nhạc đồng quê của tôi ,google i wanted to hear my country music playlist
9000,calendar_set,nhắc nhở tôi sau một giờ để đi mua sắm ,remind me after an hour to go for shopping
9731,play_audiobook,Chơi mã DAVINCI ,play the davinci code
16682,email_sendemail,"Tạo email đến John Start Body Tôi quan tâm đến việc nhìn thấy chiếc xe bạn phải bán, chúng ta có thể sắp xếp một thời gian để gặp gửi ",create email to john start body i am interested in seeing the car you have for sale can we schedule a time to meet send
13763,qa_factoid,Miley Cyrus bao nhiêu tuổi ,how old is miley cyrus
15600,social_post,Đăng nhập một khiếu nại về Smart TV với Dịch vụ khách hàng của Sony ,log a complaint about smart tv to sony customer service
15876,email_sendemail,Gửi một bản sao các hóa đơn để mecky qua email ,send a copy of the bills to mecky by email
1729,weather_query,Xin vui lòng cho tôi biết nếu sẽ có mặt trời không có mây vào thứ Sáu trong tuần này ,please tell me if there will be sun with no clouds on friday of this week
11832,recommendation_locations,Olly nơi một công viên gần đó nơi tôi có thể chạy ,olly where is a nearby park where i can go running
12047,recommendation_events,bất kỳ hoạt động trong khu vực ,any activity in the area
10744,lists_remove,thoát khỏi mục đó ,get rid of that item
7792,calendar_set,Gọi Sarah. ,call sarah
3969,play_music,nhạc pop ,pop
15515,social_post,Nhật ký lỗi Tweet vào Samsung ,tweet error log to samsung
15813,email_query,Olly cảnh báo tôi về một email từ Dave về cuộc họp ,olly alert me of an email from dave about the meeting
16260,email_query,bất kỳ email mới ,any new email
12102,recommendation_events,Những loại sự kiện âm nhạc đang diễn ra ở đây trong tuần này ,what kind of musical events are happening around here this week
4406,audio_volume_mute,âm thanh câm ,mute sound
11435,play_music,Chơi các bài hát Melody. ,play melody songs
3533,datetime_convert,Vui lòng thay đổi múi giờ sang Ấn Độ ,please change time zone to india
2864,iot_hue_lightchange,olly thay đổi màu sáng thành màu xanh ,olly change light colour to blue
15391,social_query,Tôi đã nhận được bất kỳ đề cập nào trên Twitter ,have i received any mentions on twitter
16367,email_query,Ai đã gửi cho tôi email trong tuần này ,who sent me emails this week
4725,audio_volume_mute,thiết lập để tắt tiếng ,set to mute
1104,weather_query,Thời tiết hiện tại ở New Jersey là gì ,what's the current weather in new jersey
15768,email_sendemail,Tạo một email đến Toby tại Tobytoday dot com ,create an email to toby at tobytoday dot com
4158,general_joke,hey siri bạn đã nghe thấy bất kỳ câu chuyện cười hài hước gần đây ,hey siri have you heard any funny jokes lately
15044,qa_stock,giá trị của táo giá bao nhiêu ,how much is a stock of apple worth
8049,calendar_set,Hãy chắc chắn gọi người giữ trẻ cho ngày đêm vào thứ Sáu ,make sure to call the babysitter for date night on friday
4894,news_query,tin tức ngày hôm nay ,today's news
7082,calendar_set,Tôi cần một lời nhắc nhở cho cuộc họp năm giờ chiều của tôi ,i need a reminder for my five pm meeting
15415,social_post,Tweet dịch vụ khủng khiếp ,tweet terrible service
11365,play_podcasts,Chơi tập tiếp theo của podcast ,play the next episode of podcast
10441,lists_query,Có bao nhiêu sự kiện trong danh sách của tôi ,how many events on my list
4079,alarm_query,Mấy giờ báo thức của tôi cho sáng mai ,what time is my alarm set for tomorrow morning
15154,social_post,Bạn có thể tải lên selfie mới nhất của mình trong Instagram của mình ,can you upload my latest selfie in my instagram
1717,iot_hue_lightoff,Tắt đèn phòng tắm trên lầu ,turn off the upstairs bathroom light
2427,datetime_query,Những gì có thể là thời gian ở Ấn Độ ,what could be the time in india
10208,cooking_recipe,aroma. ,aroma
1367,audio_volume_down,làm cho âm lượng thấp hơn ,make the volume lower
8623,calendar_set,Bạn có thể nhắc nhở tôi về cuộc họp của tôi vào ngày mai ,can you remind me about my meeting tomorrow
16778,email_querycontact,Chi tiết liên lạc của John là gì ,what are john's contact details
990,play_music,Chơi khách sạn California sau bài hát này ,play hotel california after this song
5844,weather_query,Tôi có nên mặc kem chống nắng ngày hôm nay ,should i wear sunscreen today
14813,general_quirky,cho một hiệu ứng ,give an effects
10101,cooking_recipe,Làm thế nào để bạn nấu bít tết ,how do you cook steak
2645,iot_hue_lightdim,hạ đèn trong phòng khách ,lower the lights in the living room
13746,qa_factoid,di chuyển nhảy là hấp dẫn nhất ,what dance move is the most attractive
4517,takeaway_query,Kiểm tra trạng thái đơn hàng của tôi ,check the status of my order
13558,qa_factoid,Có bao nhiêu dặm là từ Los Angeles California đến Austin Texas ,how many miles is it from los angeles california to austin texas
16940,email_sendemail,thông qua máy chủ thư ,through mail server
3948,alarm_set,Tôi cần bạn đặt báo thức ,i need you to set an alarm
15087,qa_definition,Nói những gì định nghĩa của từ lớn ,tell what the definition of the word massive
4591,datetime_query,Nói cho tôi biết thời gian ở Nhật Bản ,tell me the time in japan
2484,iot_hue_lightdim,hạ đèn trong nhà ,lower the lights in the house
1005,play_music,Chơi Hopsin từ danh sách phát mới nhất của tôi ,play hopsin from my latest playlist
11488,play_podcasts,Vui lòng chơi Podcast NPR ,please play npr podcast
14840,qa_currency,Tỷ lệ cho G. b. P. để bạn. S. d. ,what is the rate for g. b. p. to u. s. d.
9517,play_radio,Bật Sportsnet cho Khúc côn cầu ,turn on sportsnet for hockey
8902,calendar_set,Vui lòng đặt sự kiện vào thứ ba ,please set event on tuesday
16557,email_sendemail,Trả lời tên. ,reply to name
4503,datetime_query,Này olly Bây giờ là mấy giờ ở London ,hey olly what time is it in london now
7339,calendar_remove,Xóa cuộc họp vào ngày mai ,delete the meeting tomorrow
659,datetime_query,Thời gian hiện tại ở New York ,time now in new york
6714,calendar_remove,Cuộc họp kinh doanh hủy bỏ Olly vào thứ Tư ,olly cancel business meeting on wednesday
4397,audio_volume_down,bạn có thể nói yên lặng hơn không ,can you speak quieter please
3635,play_music,Chơi Olly được cảnh báo bởi Tech N9NE ,olly play be warned by tech n9ne
7269,calendar_set,Bữa tiệc sinh nhật của Mark Sarah vào ngày Twelfth ,mark sarahs birthday party on the twelveth
7976,calendar_query,Mã trang phục cho tối nay là gì ,what is the dress code for tonight
7574,calendar_set,nhắc nhở tôi khi một cuộc gọi liên lạc ,remind me when a contact calls
5417,weather_query,Hows nó sẽ là ngày hôm nay ,hows it going to be today
8784,calendar_query,Đây có phải là sự kiện đúng ,is this event date right
16495,email_query,Tôi có bất kỳ email gần đây nào từ mục yêu thích liên hệ của tôi ,do i have any recent emails from my contact favorites
9422,play_radio,Chơi kênh cổ điển ở Sirius ,play classical channel in sirius
14070,qa_stock,giá cổ phiếu netflix là bao nhiêu ,what is the netflix stock price
8613,calendar_remove,Xóa sự kiện mới nhất của tôi ,delete my latest event
10838,general_quirky,Ok tiếp theo những gì ,ok next what
11807,recommendation_locations,Olly Tôi có thể đi mua sắm ở khu vực này ở đâu ,olly where can i go shopping in this area
13027,general_quirky,Những gì đã xảy ra với John Gresham ,what ever happened to john gresham
12005,recommendation_locations,Vui lòng liệt kê các cửa hàng quần áo tốt nhất gần tôi ,please list the best clothing shops near me
15360,social_query,chuyện gì đang xảy ra trên phương tiện truyền thông xã hội ngay bây giờ ,what's happening on social media right now
