ids,intents,sentences,sentence_orgin
2913,query,Ngày chính xác ngày nay là gì ,what is today's exact date
12099,recommendation_movies,olly những gì đang chơi trong rạp chiếu phim Roosendaal ,olly what's playing in the roosendaal cinema
15114,general_quirky,Núi này cao bao nhiêu ,how high is this mountain
5572,iot_hue_lightup,Tăng độ sáng của đèn ngủ ,increase the brightness of lights bedroom
5670,weather_query,Nhận một dự báo về tốc độ gió tối nay ,get a forecast about wind speed tonight
141,play_music,Chơi danh sách phát yêu thích của tôi ,play my favourite playlist
7091,calendar_remove,Xóa các sự kiện lịch ,remove calendar events
12078,recommendation_events,Liệt kê tất cả các sự kiện được tổ chức trong vùng lân cận ,list all the events being held in the vicinity
15248,general_quirky,Tôi chán ,i am bored
8745,calendar_remove,Vui lòng xóa sự kiện lịch tiếp theo mà tôi đã tạo ,please delete the next calendar event that i have created
6464,general_quirky,Nói cho tôi biết về các xu hướng truyền thông mới nhất ,tell me about the latest media trends
16988,email_sendemail,"Hãy nói với email đã gửi cho tôi George, tôi cần tiền ngay bây giờ. ",please say to the email that sent me george i need the money now its urgent
16054,email_sendemail,Gửi thư đến John vì tiền ,send mail to john for money
792,weather_query,là mùa hè đang diễn ra ,is summer going on
13265,general_quirky,Tôi hy vọng chúng ta có thể ăn bánh quy ,i hope we could eat biscuits
8737,calendar_remove,Xóa lịch trình của tôi cho ngày này ,clear my schedule for this date
5262,music_query,Ai hát cái này ,who sings this
8929,calendar_query,Có bao nhiêu cuộc họp đã có ,how many meetings have there been
15022,qa_stock,Sự khác biệt giữa giá cổ phiếu ngày hôm qua và ngày nay đối với Walmart là gì ,what is the difference between yesterday's and today's stock prices for walmart
4329,music_query,Bạn có nhận ra bài hát đang phát trên điện thoại của mình không ,do you recognize the song playing on my phone
14468,qa_stock,Motorola sẽ là gì cho ngày hôm nay ,what is motorola going for today
8256,calendar_remove,Xóa tất cả các sự kiện theo lịch trình trên lịch của tôi xin vui lòng ,remove all scheduled events on my calendar please
3367,news_query,Tiêu đề của Times là gì ,what is the the times headline
14474,qa_stock,Tìm giá cổ phiếu cho tên ,find stock price for name
11930,recommendation_movies,Những bộ phim mới là tốt ,what new movies are good
6205,general_quirky,Hôm nay tôi cảm thấy rất căng thẳng ,today i am feeling very stressed
16746,email_query,tôi đã nhận được một email từ mike ,did i get an email from mike
15251,social_query,Chỉ cho tôi những bài viết của bạn bè tôi trong giờ cuối cùng ,show me the posts of my friends in the last hour
12497,transport_taxi,olly bạn có thể gọi taxi ,olly can you call a taxi
16342,email_query,Có phải Erin đã gửi cho tôi bất kỳ email nào ,did erin send me any emails
4521,news_query,có bất cứ điều gì đã xảy ra với hiệu ứng khối lượng ,has anything happened to mass effect
13928,qa_factoid,Phần nào của đất nước có rừng nhiệt đới ,which part of the country has tropical forest
7948,calendar_set,Thêm sự kiện này vào lịch của tôi ,add this event to my calendar
14353,qa_factoid,kích thước của một con nhỏ là gì ,what is the size of a small cub
6369,general_quirky,đầu tư ,investing
13390,general_quirky,bạn có thể cho tôi biết làm thế nào để đo cỡ giày của tôi ,can you tell me how to measure my shoe size
15355,social_post,Bạn có thể tweet cho tôi với các dịch vụ của Amazon để không cung cấp sản phẩm của tôi đúng giờ không ,can you tweet for me to amazon services for not delivering my product on time
9273,play_radio,Tôi muốn nghe radio bật nó lên ,i want to hear the radio turn it on please
15689,social_post,Kéo lên trang web khiếu nại cho Starbucks ,pull up the complaint website for starbucks
16943,email_sendemail,"Gửi email đến môn Bà Chủ đề Thông điệp thứ bảy Chúng tôi đang rơi vào thứ bảy, hãy nhìn thấy bạn sau đó ",send email to grandma subject saturday message we are dropping by on saturday see you then
6324,general_quirky,Hôm nay chúng ta đang làm gì với chính mình ,what are we doing today with ourselves
4914,datetime_query,Ngày và tháng hôm nay là gì ,what is the date and month today
14853,qa_factoid,cho tôi biết bao nhiêu tuổi là ryan seac nhất ,tell me how old is ryan seacrest
14864,qa_factoid,Các loại đối tượng tròn khác nhau là gì ,what are the different types of round objects
13158,general_quirky,nền kinh tế hiện tại của đất nước là gì ,what is current economy of country
1453,alarm_remove,Thay đổi cài đặt báo thức hàng tuần ,change the alarm weekly settings
7861,calendar_set,nhắc nhở tôi lúc tám giờ sáng vào ngày mai mà tôi có một cuộc họp ăn trưa vào buổi trưa trong phòng hội nghị ,remind me at eight am tomorrow that i have a lunch meeting at noon in the conference room
6347,general_quirky,Này olly nó thế nào rồi ,hey olly how's it going
15919,email_addcontact,Tôi cần thêm liên hệ mới này cho Sam Smith Smith @ Yahoo dot com ,i need to add this new contact for sam smith ssmith@yahoo dot com
8109,calendar_remove,Xóa sự kiện tiếp theo trong Lịch ,remove next event in calendar
14576,qa_maths,bốn cộng bốn là gì ,what is four plus four
13351,qa_definition,Từ này có nghĩa là gì ,what does this word mean
11149,lists_remove,Vui lòng xóa danh sách ,please remove list
4963,audio_volume_down,Giảm âm lượng xuống ,turn the volume down
12579,transport_query,Tới bản đồ ,go to map
382,play_music,Vui lòng chơi các trò chơi bài hát bị xáo trộn ,please play the song games by disturbed
14786,qa_factoid,Diện tích Bắc Mỹ ,area of north america
324,news_query,Nói cho tôi biết tin tức về công nghệ từ Engadget ,tell me the news in technology from engadget
9314,play_radio,Chơi đài phát thanh cho tôi ,play the radio for me
2920,news_query,Có bất kỳ cập nhật trạng thái trên trang Facebook Tin tức của CNN ,are there any status updates on cnn news facebook page
9331,play_radio,Chơi bất kỳ trạm âm nhạc đồng quê ,play any country music station
4049,takeaway_query,Tra cứu liệu Nhà hàng bít tết của Charley có cung cấp không ,look up whether or not charley's steakhouse delivers
16657,email_querycontact,Lần cuối cùng tôi liên lạc với John Smith là khi nào ,when is the last time i contacted john smith
16895,email_query,Tôi có email từ công việc của mình không ,do i have email from my work
4592,alarm_query,Báo động đang xuất hiện như thế nào ,what alarms are coming up
16193,email_query,Email tôi nhận được gì từ bạn gái của tôi ,what is the email i got from my girlfriend
15570,social_post,Tôi muốn xem tay cầm Twitter của Samsung ,i want to see the twitter handler of samsung
9385,play_radio,Tôi muốn nghe đài ,i want to listen to the radio
11244,lists_query,Hãy cho tôi biết những gì trong danh sách tạp hóa của tôi trong tuần này ,tell me what is on my grocery list for this week
9808,play_music,Vui lòng chơi album Justin Bieber ,please play justin bieber album
12976,qa_factoid,Tìm kiếm Google Mua sắm với giá tốt nhất trên Bàn phím cơ MXBLUE MXBLUE MONBLUE ,search google shopping for the best price on a monoprice mxblue mechanical keyboard
2494,news_query,Có cách nào để kiểm tra xem có bất kỳ câu chuyện tin tức mới nào để đọc không ,is there a way to check if there is any new news stories to read
14723,qa_stock,Giá cổ phiếu cho Google là bao nhiêu ,what was the stock price for google yesterday
3470,news_query,Tin tức mới nhất về sự nóng lên toàn cầu là gì ,what is the latest news on global warming
16335,email_query,Linda đã kết nối trả lời bất kỳ email nào của tôi sáng nay ,did linda connors reply to any of my emails this morning
12186,transport_query,Mất bao lâu để tôi đi đến ga tàu từ đây ,how long will it take me to go to the train station from here
11568,recommendation_locations,Sainsbury gần nhất của đâu ,where's the closest sainsbury's
14123,qa_factoid,xin vui lòng cho tôi biết bao nhiêu ngày trong một năm nhuận ,please tell me how many days in a leap year
4977,datetime_query,Ngày nào trong tuần là hai mươi sáu ,what day of the week is the twenty sixth
13047,qa_maths,giải pháp cho tám mươi một chia cho chín ,solution for eighty one divided by nine
16213,email_sendemail,Gửi email cho bố làm thế nào là thời tiết trong tuần này ,send an email to dad how is the weather this week
11619,recommendation_locations,olly những gì gần gũi cho bữa tối ,olly what's close by for dinner
16816,email_query,Email mới nhất của tôi là gì ,what's my latest email
11015,lists_createoradd,Đặt mục vào danh sách ,put the item on the list
13258,general_quirky,Mileage của xe BMW ,mileage of bmw cars
6374,music_query,Một album rap tốt xuất hiện trong năm nay là gì ,what is a good rap album that came out this year
5440,weather_query,Tôi có thể đi mà không có áo bây giờ ,can i go without coat now
7952,calendar_query,Tôi có bất cứ điều gì đang diễn ra ở năm ,do i have any thing going on at five
5264,news_query,Thiết bị kỹ thuật số hỗ trợ cá nhân ,personal digital assistant
16217,email_querycontact,Mary s bao nhiêu tuổi. ,how old is mary s.
380,play_music,Vui lòng chơi trò chơi bằng cách bị xáo trộn ,please play games by disturbed
630,news_query,Hãy cho tôi biết khi có tin tức về đường ống Dakota ,let me know when there is news on the dakota pipeline
11325,play_podcasts,Chơi tập tiếp theo của Con Man ,play next episode of con man
10922,lists_createoradd,Tạo một danh sách ,make a list
192,iot_wemo_on,Bật phích cắm của tôi ,turn on my plug
1802,news_query,Giá hiện tại của dầu thô Brent là bao nhiêu ,what is the current price of brent crude
9351,play_radio,Tôi muốn nghe một số nhạc chơi một đài phát thanh ,i want to listen some music play a radio station
10363,play_game,Mario. ,mario
14097,qa_factoid,Sinh nhật của Einstein khi nào ,when was einstein's birthday
3185,general_joke,Nói cho tôi biết một trò đùa về luật sư ,tell me a joke about lawyers
9862,play_audiobook,Bắt đầu cuốn sách nghiên cứu Kinh Thánh của tôi một lần nữa ,start my bible study book again
6715,calendar_remove,Xóa sự kiện đám cưới của Richard vào năm tới ,delete the richard's wedding event next year
591,weather_query,bây giờ thật ấm áp như thế nào ,how warm is it now
8519,calendar_set,nhắc nhở tôi tại thời điểm này ,remind me at this time
7331,iot_wemo_off,Tắt WiFi khi bạn rời khỏi nhà để tiết kiệm năng lượng ,turn off wifi when you leave home to save power
2155,datetime_query,bây giờ là thời điểm hiện tại là gì ,what is the current time right now
6867,calendar_query,Bạn có thể cho tôi biết sự kiện theo lịch trình tiếp theo ,can you tell me the next scheduled event
7379,calendar_query,Vui lòng hiển thị cuộc họp hôm nay với khách hàng ,please show today meting with clients
1838,play_music,Tìm kiếm và chơi những bài hát hay nhất của Mike Eden ,search and play the best of mike eden songs
7208,calendar_set,bạn có thể cho tôi một thời gian mười phút ,can you give me a ten minute timer
2025,iot_coffee,Vui lòng pha cà phê theo sở thích trước đó của tôi ,please make coffee according to my earlier preference
14462,qa_factoid,Tìm chi tiết về Tổng thống Barack Obama ,find details about president barrack obama
652,iot_hue_lightoff,Đèn điều khiển tắt đèn phòng ,control lights turn off room lights
11173,lists_query,danh sách tôi có là gì ,what are the lists i have
1623,music_likeness,Lời bài hát ,lyrics
15803,email_sendemail,Gửi email cho em gái tôi về sinh nhật của mẹ Jane Chúng ta nên nghĩ về việc sắp xếp bữa tiệc tại công viên ,email my sister about mom's birthday jane we should think about arranging the party at the park
1086,audio_volume_mute,Hãy dừng lại một chút ,please stop for a bit
12788,transport_traffic,cho tôi một cập nhật giao thông ,give me a traffic update
14493,qa_definition,Tôi có thể sử dụng từ này ở đâu ,where can i use this word
5314,music_settings,Lặp lại bài hát trước ,repeat previous song
2461,play_music,Chơi Justin Bieber trên Shuffle ,play justin bieber on shuffle
1676,alarm_remove,Xóa sáu sáng báo động cả tuần trong tương lai ,remove six am alarm of whole week for future
1755,hue_lightup,bật đèn lên ,turn up the lights
7197,calendar_set,nhắc nhở tôi về bữa tiệc sinh nhật của chị tôi vào ngày mai một giờ trước khi nó bắt đầu ,remind me of my sister's birthday party tomorrow an hour before it starts
1504,datetime_convert,"Đó là tám giờ vào ban đêm ở Pháp, mấy giờ ở New York ",it's eight at night in france what time is it in new york
3239,iot_hue_lightoff,Hãy tắt tất cả các đèn trong nhà ,please turn off all the lights in the house
733,music_likeness,Lưu lựa chọn âm nhạc của tôi ,save my music choices
3042,iot_hue_lightoff,tắt đèn ,turn light off
15612,social_post,Tweet khiếu nại của tôi và đề cập đến dịch vụ khách hàng này ,tweet my complaint and mention this costumer service
17057,email_query,Kiểm tra hộp thư đến cho thư từ Sarah ,check inbox for mail from sarah
7832,calendar_query,Tôi có lịch hẹn của bác sĩ vào thứ năm này không ,do i have a doctor's appointment this thursday
558,alarm_query,Tôi có bất kỳ báo động nào được đặt cho ngày mai ,do i have any alarms set for tomorrow
16381,email_query,Vui lòng kiểm tra email từ mẹ ,please check email from mom
252,play_music,Thần kim loại bây giờ ,death metal now
8874,calendar_set,ghi chú lịch hẹn của bác sĩ vào thứ Tư tuần sau ,make a note of my doctor's appointment on wednesday next week
7022,calendar_query,Nhắc nhở tôi đã đặt là gì cho ngày mai ,what are the reminder i had set for tomorrow
11784,recommendation_events,olly những sự kiện xảy ra xung quanh tôi ngày hôm nay ,olly what are the events happening around me today
12067,recommendation_locations,Tôi có thể đi mua sắm ở đâu ,where can i go shopping here
14072,qa_factoid,Ở đâu trên thế giới là Carmen Sandiego ,where in the world is carmen san diego
3211,alarm_set,đánh thức tôi dậy lúc này ,wake me up at this time
3229,datetime_query,Sinh nhật của tôi rơi vào ngày nào trong năm nay ,what day does my birthday fall on this year
3699,music_likeness,Bạn phải kiểm tra KFI anh ấy là người giỏi nhất ,you have to check out kfi he's the best
8832,calendar_remove,Định dạng dữ liệu từ Lịch ,format data from calendar
8658,calendar_remove,Tôi cần mọi thứ đã bị xóa khỏi lịch ,i need everything deleted from calendar please
14694,factoid,nơi nóng nhất trên trái đất ở đâu ,where is the hottest place on earth
2697,takeaway_order,Đặt hàng hai pho mát vừa và một chiếc bánh pizza Pepperoni vừa từ Domino's ,order two medium cheese and one medium pepperoni pizza from dominoes
1462,news_query,Theo dõi Trump Chiến dịch Tin tức Feed ,follow trump campaign news feed
11432,play_podcasts,bạn có thể chơi podcast từ cà chua ép dot com ,can you play the podcast from tomato juice dot com
3752,news_query,Câu chuyện tin tức mới nhất ,latest news story
14027,qa_factoid,Trump từ đâu ,where is trump from
9446,play_radio,Chơi đài phát thanh Usher Usher của tôi ,play my usher radio station
15465,social_query,Vui lòng kiểm tra tin tức trên phương tiện truyền thông xã hội ,please check the news on social media
2394,news_query,Hãy cho tôi biết nếu có bất cứ điều gì mới hiển thị về điều này ,let me know if anything new shows up about this
8551,calendar_query,ngày nào trong tuần là sự kiện từ thiện thanh thiếu niên ,what day of the week is the youth charity event
9308,play_radio,Bật radio trên kênh này ,turn on the radio on this channel
15116,qa_factoid,Kiểm tra những tin tức gần đây về ai đó ,check recent news on someone
15130,qa_factoid,Con đường nào dài nhất ,what road is longest
740,weather_query,Làm thế nào ẩm ướt là môi trường ngày nay ,how humid is the environment today
5914,music_query,Chỉ cho tôi hình ảnh của ca sĩ ,show me the picture of the singer
2239,news_query,Xin vui lòng cho tôi biết những gì các tiêu đề tin tức thế giới là ,please tell me what the world news headlines are
524,takeaway_query,Sẽ mất bao nhiêu thời gian để chuẩn bị thứ tự ,how much time it will take to prepare the order
3887,takeaway_order,Gọi China Wok. ,call china wok
17162,email_query,bất kỳ email mới ,any new email
7439,calendar_set,gặp gỡ với Anna vào thứ Sáu này ,meeting with anna this friday
5827,takeaway_order,Đặt hai pizza từ Dominos ,order two pizzas from dominoes
7226,calendar_set,Nhớ lại cuộc họp của GM vào tuần tới ,recollect next week gm's meeting
16637,email_querycontact,Số của John Smith là gì ,what is john smith's number
637,general_joke,nói với tôi một trò đùa về một người đàn ông ,tell me a joke about a man
15357,social_post,Tweet Apple rằng iPhone không hoạt động ,tweet apple that the iphone doesn't work
2402,iot_hue_lightup,Tôi cần nhiều ánh sáng hơn ,i need more light
3297,takeaway_query,Có phải Pizza Hut có trong khu vực của tôi không ,does the nearby pizza hut deliver in my area
11106,lists_query,Vui lòng liệt kê truy vấn của tôi ,please list my query
9975,cooking_recipe,Trứng thuần chay tốt là gì olly ,what is a good vegan egg substitute olly
4751,weather_query,nó sẽ được nhiều mây ,is it gonna be cloudy
4029,play_music,chơi thập niên chín mươi thay thế ,play nineties alternative
16567,email_sendemail,Email cha về việc sửa xe của tôi ,email dad about fixing my car
1362,iot_wemo_on,Bật ổ cắm ,turn on the socket
12385,transport_query,Nói cho tôi biết các đoàn tàu từ California đến New Jersey sau mười một giờ chiều ,tell me the trains from california to new jersey after eleven pm
2376,play_music,Chơi danh sách phát điện tử ,play the electronic playlist
1002,alarm_remove,Xóa báo thức của tôi trong tám giờ sáng ,delete my alarm for eight am
8969,calendar_remove,hủy bỏ sự kiện tương lai từ nơi tôi làm việc ,cancel future event from place i worked
10647,lists_createoradd,Đặt con chó sạch ở đầu danh sách làm sạch ,put clean dog at the top of the cleaning list
15780,email_sendemail,Email đến Caroline Bạn có thể gửi cho tôi cập nhật theo dự án cuối cùng Cheers Tomasz không ,email to caroline how are you can you send me updates on last project cheers tomasz
4634,iot_hue_lightoff,Tắt đèn phòng ngủ trong mười giây ,turn off bedroom lights in ten seconds
6053,iot_hue_lightup,Tăng độ sáng của ánh sáng Thật khó để nhìn thấy ở đây ,increase the brightness of the light it is hard to see down here
10994,lists_createoradd,Bắt đầu tạo một danh sách mới ,start creating a new list
10148,cooking_recipe,Tìm công thức được xếp hạng cao nhất từ Food Network Dot Com cho một Omelette bốn phô mai ,find the highest rated recipe from food network dot com for a four cheese omelette
3026,weather_query,Thời tiết như thế nào trong tuần tới ở Chicago ,what's the weather like for the next week in chicago
4616,takeaway_order,Đặt một chiếc bánh pizza chảo lớn với giăm bông và nấm từ Pizza Hut ,order a large pan pizza with ham and mushrooms from pizza hut
13096,qa_factoid,Có bao nhiêu đại dương trên thế giới ,how many oceans are there in the world
7786,calendar_set,nhắc nhở tôi khi đó là giờ ăn trưa ,remind me when it is lunchtime
7241,calendar_set,Lưu ý xuống sự kiện này trên lịch của tôi ,note down this event on my calendar
4352,datetime_query,cho tôi thời gian trong pst ,give me the time in pst
5048,iot_wemo_on,trên phích cắm sạc di động ,on mobile charger plug
11645,recommendation_events,những gì đang diễn ra tối nay ở Sacramento ,what's going on tonight in sacramento
17126,email_sendemail,Trả lời email của Paul ,answer paul's email
7092,calendar_remove,Xóa các sự kiện lịch ,erase calendar events
15132,qa_factoid,Kevin không gian phim là phim gì trong ,what movies is kevin spacey in
2826,alarm_query,Tôi đã đặt bao nhiêu báo động ,how many alarms have i set
1165,music_query,Tôi có âm nhạc nào của Lady Antebellum không ,do i have any music by lady antebellum
15537,social_post,Vui lòng Tweet những điều sau đây đến Dịch vụ khách hàng của Khách sạn Radisson ,please tweet the following to radisson hotels customer service
9104,calendar_query,Có một cuộc hẹn được thiết lập cho thứ bảy ,was there an appointment set up for saturday
15940,email_sendemail,Trả lời email mới nhất ,reply to the latest email
11704,recommendation_events,sự kiện mới nhất ở thành phố New York ,latest event in new york city
4389,audio_volume_other,bạn có thể thay đổi âm lượng ,could you change the volume
4947,general_joke,nói với tôi một trò đùa về gà ,tell me a joke about chickens
15967,general_quirky,xem nếu có một cái gì đó liên quan đến công việc của tôi ,see if there is something related to my job
10580,lists_remove,Loại bỏ mục mua trứng từ danh sách để làm ,remove buying eggs item from to do list
12499,transport_query,Có một vé tàu có sẵn cho Boston vào ngày mai ,is there a train ticket available for boston tomorrow
6092,weather_query,Có phải sẽ có nhiều mây ở London vào cuối tuần ,is it going to be cloudy in london during the weekend
15712,social_post,Tôi muốn khiếu nại cho người tiêu dùng ,i want to make a complaint to the consumer
7435,calendar_remove,Tôi có thể yêu cầu bạn xóa sự kiện tiếp theo khỏi lịch của tôi ,may i ask you to remove next event from my calendar
3462,alarm_set,gửi cho tôi một cảnh báo thức dậy lúc bảy giờ sáng mai ,send me a wake up alert at seven am tomorrow morning
4706,weather_query,Dự báo trong khu vực của tôi ngày hôm nay là gì ,what is the forecast in my area today
1923,datetime_query,Chỉ cho tôi thời gian hiện tại của Boston ,show me boston's current time
10289,play_game,Hãy chơi một trò chơi Làm thế nào về Tic Tac Toe ,let's play a game how about tic tac toe
9433,play_music,đưa vào một danh sách nhạc của âm nhạc Đan Mạch ,put on a playlist of danish music
10089,cooking_recipe,Công thức thịt viên tốt nhất là gì ,what is the best meatball recipe
9366,play_radio,xin vui lòng chơi một số âm nhạc ,please play some music
3987,alarm_set,bạn có thể vui lòng đặt báo thức lúc sáu giờ sáng ,could you please set an alarm at six am
3931,play_music,bạn có thể chơi katy perry ,can you play katy perry
1867,weather_query,Chi tiết khí hậu bây giờ ,climate details now
13270,qa_factoid,Làm thế nào đã làm Charlize Theron học cách nói tiếng Anh ,how did charlize theron learn how to speak english
3597,iot_hue_lightoff,tôi muốn đi ngủ ,i want to sleep
13210,general_quirky,Quốc gia của Anh là gì ,what is your country
2193,alarm_set,làm báo động ,make an alarm
4143,news_query,này siri những gì trong tin tức thế giới ngay bây giờ ,hey siri what is in the world news right now
13656,qa_factoid,Những con sông dài nhất thế giới là gì ,what are the longest rivers in the world
13560,qa_definition,Định nghĩa của kinh doanh là gì ,what is the definition of business
8944,calendar_set,thêm phần còn lại ,add remainder
17053,email_query,Tìm kiếm Nandy chứa thanh toán ,search nandy containing payment
3374,datetime_convert,"Nếu tôi gọi Mike ở California vào lúc sáu giờ tối, thời gian của anh ấy sẽ là gì ",if i call mike in california at six pm what will his time be
10025,cooking_recipe,Nói cho tôi biết làm thế nào để nấu một pho mát Souffle ,tell me how to cook a cheese souffle
2723,music_query,Âm nhạc này được gọi là gì ,what is this music called
11192,lists_remove,Vui lòng xóa Dallas khỏi hành trình du lịch của tôi ,please remove dallas from my travel itinerary
14876,qa_factoid,Mực nước biển trung bình của nơi đó là gì ,what is the mean sea level of that place
12041,recommendation_locations,Hỏi một quán rượu trong khu vực của tôi ,ask a pub in my area
7423,calendar_set,gặp thứ hai này ,meeting this monday
11347,play_podcasts,Chuyển đến tập tiếp theo ,go to next episode
15279,calendar_query,Kiểm tra thông báo xã hội của tôi ,check my social notifications
1728,weather_query,Vui lòng xác nhận thời tiết thứ mười ba của tháng này ,please confirm the weather for the thirteenth of this month
8015,calendar_query,Tôi có hẹn hò cho tối nay không ,do i have a date for tonight
12938,qa_maths,bảy lần bảy. ,seven times seven
1529,play_music,Chơi bài hát của NKOTB ,play songs by nkotb
16561,email_query,Kiểm tra email của tôi ,check my email
14569,qa_factoid,quốc gia đông dân nhất thế giới là gì ,what is the most densely populated country in the world
8600,calendar_query,Cho tôi thêm thông tin về sự kiện theo lịch trình vào ngày ba mươi của Alexa ,give me more information about the scheduled event on the thirtieth of march alexa
14209,qa_factoid,Elvis bao nhiêu tuổi khi anh ta chết ,how old was elvis when he died
3502,iot_hue_lightoff,Hãy tắt đèn trong phòng ngủ ,please turn off the lights in the bedroom
12586,transport_query,Khi nào là chuyến tàu tiếp theo đến New York ,when is the next train to new york
6911,calendar_query,Ai được lên kế hoạch cho cuộc họp ngày mai ,who is scheduled for tomorrow's meeting
11473,play_podcasts,Tôi muốn nghe podcast của ngày hôm qua từ kênh yêu thích của tôi ,i want to hear yesterday's podcast from my favorite channel
16708,email_querycontact,Xác định vị trí thông tin về John Smith về vị trí làm việc của mình ,locate information on john smith about his work location
15072,qa_definition,Làm thế nào bạn sẽ mô tả mặt trời ,how would you describe the sun
8776,calendar_set,Đặt lời nhắc vào ba giờ chiều ,set reminder at three pm
14445,recommendation_locations,Nói cho tôi biết nơi tôi nên đi trong tour du lịch thế giới và những nơi nào là quan trọng nhất ,tell me where should i go in world tour and which places are most important
17079,email_sendemail,Gửi một lỗi vì email thua lỗ của bạn cho PST ,send a sorry for your loss email to pat
5053,news_query,cho tôi tin tức âm nhạc ,give me music news
5397,iot_hue_lightoff,Tắt đèn bếp ,turn off lights of kitchen
6415,calendar_query,sự kiện sắp tới của tôi ,my upcoming events
2640,news_query,nói cho tôi biết về chỗ trống ,tell me about blank
10481,lists_query,chạy qua danh sách để làm của tôi với tôi ,run over my to do list with me
