ids,intents,sentences,sentence_orgin
11516,play_podcasts,Olly hãy nghe Hợp chủng quốc sự lo lắng Podcast ,olly let's hear the united states of anxiety podcast
13468,qa_factoid,Tôi muốn nếu sẽ thông minh và thông minh theo cách nó sẽ quen thuộc với tôi và nhận ra cách tôi thích kết quả sẽ là ,i would like if will be smart and intelligent in way it will be familiar with me and recognise the way i like the result will be
4140,weather_query,Khi nào nó được cho là trên năm mươi một lần nữa ,when is it suppose to be above fifty again
549,music_settings,Vui lòng lặp lại âm nhạc đó một lần nữa của Akon ,please repeat that music again of akon
9129,calendar_remove,Xóa sự kiện lịch tiếp theo ,erase next calendar event
13512,qa_factoid,Thủ đô của Maryland là gì ,what is the capital of maryland
15188,social_query,Kiểm tra tài khoản Twitter của tôi ,check my twitter account
5624,alarm_set,báo động năm giờ tối ,alarm five pm
16190,email_sendemail,Viết email đến công ty của tôi để gửi nhiệm vụ vào ngày mai ,write email to my company mate to submit the task tomorrow
4597,iot_wemo_on,Bật đài phát thanh phòng khách ,turn on living room radio
11095,lists_remove,Tìm danh sách bạn muốn xóa ,find the list you want to delete
9842,play_audiobook,bạn có thể chơi tập tin không ,can you play file
4535,news_query,các tiêu đề từ l. Một. lần ,what are the headlines from the l. a. times
15446,social_post,Tweet khiếu nại của tôi về mục tiêu Dịch vụ khách hàng ,tweet my complaint on targets customer service
4965,iot_wemo_on,Vui lòng bật ổ cắm wemo của tôi ,please switch on my wemo plug socket
10082,cooking_recipe,Làm thế nào để bạn làm chay lasagna ,how do you make vegetarian lasagna
9704,play_audiobook,Tôi muốn tiếp tục nơi tôi rời khỏi trong cuốn sách âm thanh của mình ,i want to resume where i last left off in my audio book
4539,email_sendemail,"Tôi không muốn bạn gửi văn bản đó, chờ đợi cho đến khi tôi nói gửi ",i did not want you to send that text yet wait until i say send
16743,email_sendemail,Gửi email sau đến chị tôi ,send the following email to my sister
565,iot_hue_lightchange,Thay đổi màu sắc của đèn ,change color of lights
9276,play_radio,Đài phát thanh chỉ nên chơi trên chín trăm chín mươi chín fm ,the radio should play only on nine hundred and ninety nine fm
14749,qa_factoid,Richard Nixon được sinh ra khi nào ,when was richard nixon born
16284,email_querycontact,Áp dụng tìm kiếm và kiểm tra ,apply search and check
15733,social_post,Tweet tổng thống và nói với anh ta rằng anh ta đang làm một công việc khủng khiếp ,tweet the president and tell him he's doing a horrible job
14231,qa_factoid,Sắt được làm như thế nào ,how is iron made
7671,calendar_query,Các sự kiện sắp tới của tôi là gì ,what is the my upcoming events
6291,general_quirky,Ai đã thắng trò chơi thể thao đêm qua ,who won the sports game last night
14463,qa_factoid,Tìm chi tiết về Hoa Kỳ ,find details about usa
17027,email_sendemail,Hãy gửi email Sandy ,let's email sandy
10463,lists_remove,xóa danh sách ,delete list
2828,audio_volume_mute,Tạm dừng âm nhạc ,pause the music
12784,transport_traffic,cho tôi một báo cáo giao thông hiện tại ,give me a current traffic report
14600,qa_currency,đổi tiền ,money exchange
9077,general_quirky,tìm kiếm thời gian rảnh ,look for free time
557,alarm_query,Có bao nhiêu báo động được liệt kê ,how many alarms are listed
12690,transport_traffic,Giao thông trên I hai mươi lăm như thế nào ,how is the traffic on i twenty five
16174,email_sendemail,Gửi email cho ông chủ cảm thấy không cảm thấy tốt trong một ngày bệnh hoạn ,send email to boss not feeling well taking a sick day
13732,qa_stock,Giá đóng cửa của Apple là bao nhiêu ,what's the closing price of apple
6145,datetime_query,Nói cho tôi biết thời gian ở một thành phố khác ở Mỹ ,tell me the time in another city in us
16143,email_sendemail,Tạo một email đến Aran ,create an email to aran
15720,social_post,Tweet dịch vụ xấu liên quan đến Haskell McDonalds địa phương ,tweet bad service related to out local haskell mcdonalds
574,music_settings,Lặp lại cùng một bài hát trong mười lần ,repeat same song for ten times
7923,calendar_query,Cuộc họp của tôi là mấy giờ ,what time is my meeting
9387,play_radio,Tìm trạm đá tốt nhất gần vị trí của tôi và bật nó lên ,find the best rock station near my location and turn it on
9496,play_radio,Chơi ga Jazz ,play the jazz station
13092,qa_definition,Định nghĩa của phiên là gì ,what is the definition of session
12841,transport_taxi,mở Lyft. ,open lyft
12657,transport_taxi,Đặt một chiếc taxi để đón Shelley Hennessey tại Cổng Bốn sân bay để đến chuyến bay AA năm nghìn bốn trăm ba mươi một ở ba trăm hai mươi mốt thứ Sáu ,book a taxi to pick up shelley hennessey at gate four of the airport for the arrival of aa flight five thousand four hundred and thirty one at three hundred and twenty one on friday
14890,qa_definition,đối tượng đó là gì ,whats that object about
878,takeaway_order,Thứ tự thực phẩm từ GRUBHUB ,food order from grub hub
7488,calendar_query,Các cuộc hẹn vào thứ Tư này ,appointments this wednesday
3215,news_query,Các bản cập nhật mới nhất liên quan đến mối quan hệ của Trump là gì với Nga ,what are the latest updates with regard to trump's ties to russia
13941,qa_definition,Tôi muốn biết ý nghĩa của từ ,i would like to know the meaning of word
8754,calendar_set,Lên lịch bổ nhiệm bác sĩ của tôi vào thứ Sáu lúc hai giờ chiều ,schedule my doctors appointment on friday at two pm
2977,iot_hue_lightchange,Thay đổi màu sắc của bạn sang một cái gì đó khác nhau ,change your colors to something different
4806,general_joke,Tôi cần một trò đùa tốt ,i need a good joke
1245,iot_hue_lightchange,Đặt màu của ánh sáng thành màu đỏ ,set the colour of light to red
10839,general_quirky,giờ thì sao ,now what
5712,weather_query,Sáng nay sẽ ở lại Sunny ,will this morning stay sunny
5945,calendar_set,Nhắc nhở bạn tôi nhận được nhiệm vụ vào ngày mai ,remind my friend to get the assignment tomorrow
3653,datetime_query,Nói cho tôi biết thời gian ở London England ,tell me the time in london england
2188,iot_hue_lightoff,olly bạn có thể vui lòng tắt đèn giường ngủ của tôi ,olly can you please turn off the light of my bed room
16281,email_sendemail,Vui lòng gửi email đến hiệu trưởng Toms liên quan đến cuộc họp mà chúng ta có vào ngày mai ,please send an email to toms principal in regards to the meeting we have tomorrow
877,takeaway_order,Thứ tự thực phẩm từ GRUBHUB ,food order from grubhub
2485,datetime_query,Mấy giờ ở Florida ,what time is it in florida
3216,news_query,Làm thế nào là phương tiện truyền thông tin tức phản ứng với mối quan hệ tiềm năng của Trump với Nga ,how is the news media reacting to trump's potential ties with russia
15675,social_post,Điều này có thể mang lại những vấn đề này cho chúng ta ,"this may brings given of these proble,s to us"
7825,calendar_set,Vui lòng lên lịch hẹn cắt tóc cho một giờ chiều vào thứ bảy ,please schedule a hair cutting appointment for one pm on saturday
5020,play_music,Chơi nhạc iTunes của tôi ,play my itunes music
8718,calendar_set,Đặt lịch hẹn vào thứ Sáu tới ,make appointment for next friday
1665,news_query,Tin tức sạch sẽ trong sáu giờ qua ,what is so clean news for the last six hours
12481,transport_taxi,Tìm tôi một uber ,find me an uber
4590,news_query,Thêm một trình thông báo mới cho GPS trên xe của tôi ,add a new notifier for the gps on my car
4639,news_query,Tin tức hiện tại hôm nay là gì ,what is the current news today
7298,calendar_set,Vui lòng cho ăn mà tôi có cuộc họp lúc năm giờ chiều ,please feed that i have meeting at five pm
14447,qa_factoid,Thu nhập bình quân đầu người giữa người châu Á và châu Âu là bao nhiêu ,what is the average per capita income between asia and europe people
5598,takeaway_query,Khi nào tôi sẽ nhận được giao hàng ,when i will get the delivery
11769,recommendation_events,Bạn có thể cho tôi biết danh sách các sự kiện cho cuối tuần này ở Pond Richry ,can you tell me list of events for this weekend in pondichery
10222,cooking_recipe,Tờ thông tin này cung cấp các cân nhắc về cách thiết lập kinh doanh chế biến thực phẩm của bạn ,this fact sheet provides considerations for how to set up your food processing business
11910,recommendation_events,Olly cho tôi biết về một số sự kiện tuyệt vời đang diễn ra ở đây ,olly tell me about some cool events going on here
16497,email_sendemail,Gửi yêu cầu đến Martin ,send a request to martin
587,news_query,TRI XUỐNG GÌ ,what is trending
2195,alarm_set,đặt báo thức ,set an alarm
3112,audio_volume_mute,Tắt âm thanh ,turn off the sound
14572,qa_stock,Giá cổ phiếu của Microsoft thấp nhất hôm nay là bao nhiêu ,what is the lowest microsoft stock price today
2186,iot_hue_lightoff,Tôi cần bạn tắt đèn giường của tôi ,i need you to turn off the light of my bed room
5434,alarm_remove,Xóa bảy sáng báo động ,remove seven am alarm
4534,news_query,Các tiêu đề từ LA lần là gì ,what are the headlines from the la times
8229,calendar_query,Vị trí của cuộc họp dự án công việc của tôi là gì ,what is the location of my work project meeting
13477,general_quirky,Tôi chỉ muốn là bạn của bạn ,i just want to be you friend
11203,lists_remove,Xóa trái cây khỏi danh sách ,remove fruits from the list
11167,lists_createoradd,Thêm sữa vào danh sách mua sắm của tôi ,add milk to my shopping list
7392,calendar_query,Tôi phải làm gì vào ngày mai ,what do i have to do tomorrow
2876,general_joke,làm tôi hạnh phúc ,make me happy
1022,music_query,Trong tất cả âm nhạc cổ điển có bao giờ có bất kỳ ca sĩ nào ,in classic all music are there ever any singers
13214,general_quirky,Con vật có hóa đơn vịt và đuôi Beavers là gì ,what is the animal with a duck bill and a beavers tail
4226,play_music,Bật danh sách nhạc của tôi về nhạc đồng quê ,turn on my playlist of country music
1199,general_joke,Nói một cái gì đó buồn cười ,say something funny
11309,play_podcasts,Chơi podcast yêu thích của tôi ,play my favourite podcast
5784,takeaway_order,hãy đặt cho tôi những con cá risotto từ ngã ba vàng ,order me the fish risotto from the golden fork
14299,transport_ticket,Đọc vé cho Tesla ,read the ticket for tesla
14099,general_quirky,Nguyên nhân gì nếu tôi có đồ ăn vặt và rượu ,what causes if i had junk food and alcohols
11813,recommendation_locations,cho tôi biết khu mua sắm địa phương ở đâu ,tell me where the local shopping district is
3963,alarm_query,Có báo động nào cho ngày hôm nay không ,are there any alarms for today
10949,lists_createoradd,Danh sách tạp hóa mở và thêm sữa ,open grocery list and add milk
894,alarm_remove,Tắt báo thức vào sáng mai ,turn off the alarm for tomorrow morning
14691,qa_stock,giá cổ phiếu công ty intel ,intel company stock price
16209,email_sendemail,Gửi email đến Nancy về chi tiết bên công việc của ngày mai ,send email to nancy about tomorrow's work party details
13109,calendar_set,Hãy lên lịch một cuộc họp với thư ký của tôi ,please schedule a meeting with my secretary
14931,general_quirky,Một hai nghìn và mười lăm fifta sẽ có giá trị bất cứ thứ gì trong ba năm ,will a two thousand and fifteen fiesta be worth anything in three years
14968,general_quirky,Tại sao mọi người chết đói tiếp tục có con ,why do starving people keep having kids
10899,lists_createoradd,Vui lòng thêm danh sách bạn bè để mời cho bữa tiệc ,please add list of friends to invite for the party
3316,news_query,Tìm bài viết mới nhất từ Chris Hedges trên Truthdig ,find the latest article from chris hedges on truthdig
893,play_music,Chơi nhạc ngay bây giờ ,play music now
11689,recommendation_locations,Olly chỉ cho tôi nơi nhà hàng gần nhất là ,olly show me where the nearest restaurant is
10908,lists_query,olly những gì trong danh sách của tôi ,olly what's on my lists
12344,transport_query,Kiểm tra thời gian của tàu Kalka từ ga Jodhpur vào thứ Hai ,check time of kalka train from jodhpur station on monday
7624,calendar_set,Nhắc tôi thanh toán hóa đơn tiền điện vào cuối tuần này lúc chín giờ sáng ,remind me to pay the electricity bill on this weekend at nine am
15351,social_post,liên lạc với Leo ,get in touch with leo
461,play_music,Tôi muốn nghe nhạc cổ điển ,i want to listen classical music
9933,cooking_recipe,tìm một công thức cho một bữa tối lãng mạn cho hai người ,find a recipe for a romantic dinner for two
7479,calendar_query,Cho tôi xem tất cả các lời nhắc về cuộc họp ,show me all meeting reminder
17016,email_sendemail,Tôi muốn trả lời email ,i want a reply to the email
879,datetime_query,Mấy giờ ở Miami Florida ,what time is it in miami florida
10951,lists_createoradd,Mở lại đồ tạp hóa và thêm sữa ,reopen groceries and add milk
2181,datetime_query,Nói cho tôi biết thời gian bây giờ ,tell me the time now
655,weather_query,Thời tiết hiện tại ở California như thế nào ,how is the current weather in california
10569,lists_remove,Xóa danh sách giao dịch ngân hàng ,remove the bank transaction list
985,news_query,Tin tức hôm nay CNN ,today's news cnn
3622,news_query,cho tôi biết những câu chuyện hàng đầu trên CNN ,tell me the top stories on cnn
11974,recommendation_events,Có những sự kiện đặc biệt nào trong thị trấn của tôi không ,are there any special events in my town
16504,email_query,Tôi đã nhận được bất kỳ email nào gần đây ,have i gotten any emails lately
12762,transport_ticket,Vui lòng đặt vé tàu để ,please book a train ticket to
5606,iot_cleaning,Làm sạch thảm ,clean the carpets
3380,iot_cleaning,bật chân không ,turn on vacuum
1681,audio_volume_up,Khối lượng âm nhạc sẽ tăng lên chín mươi ,the music volume should increase to ninety
8236,calendar_set,Tôi cần một lời nhắc nhở cho ngày mai vì bữa tiệc của Joe sau khi làm việc ,i need a reminder for tomorrow for joe's party after work
6812,calendar_set,Nhắc nhở tôi nhìn vào mì ống trong ba mươi phút ,remind me to look at the pasta in thirty minutes
1322,weather_query,Nhận báo cáo thời tiết hôm nay ,get today's weather report
7924,calendar_query,Cuộc họp của tôi ở đâu ,where is my meeting
8210,calendar_query,Tôi có bất cứ ngày nào trong tuần này ,do i have any off days this week
12815,transport_query,Hãy cho tôi chỉ đường đến địa điểm ngân hàng gần nhất của tôi ,give me directions to my nearest bank location
14554,qa_stock,Danh sách giá cổ phiếu cho công ty này ,list stock price for this company stock
16665,email_query,Bất kỳ email mới nào trong hộp thư đến của tôi ,any new emails in my inbox
2997,qa_stock,Một số cập nhật về thị trường chứng khoán là gì ,what are some updates about the stock market
2287,iot_coffee,Olly bắt đầu cà phê lúc sáu giờ sáng ,olly start coffee at six am
5246,news_query,Thông báo cho tôi về việc phá vỡ tin tức trên CNN ,notify me of breaking news on cnn
3696,alarm_set,Google đặt báo thức của tôi tắt trong một giờ ,google set my alarm to go off in an hour
6527,general_quirky,Hiển thị chương trình sân khấu gần tôi ,show stage shows near me
16618,email_sendemail,Dự thảo một email cho Kailey về công việc sau ,draft an email to kailey about work later
14578,qa_maths,là một sự chia rẽ bởi ba ,is one divisible by three
14364,qa_stock,Giá cổ phiếu của Nike là bao nhiêu ,what is the stock price of nike today
9584,play_radio,xin chào ,hello hello
11392,play_podcasts,di chuyển về phía trước đến tập tiếp theo ,move forward to the next episode
7237,calendar_remove,Xóa chương trình hông khỏi lịch trình của tôi vào tháng Tư thứ hai ,remove the hip show from my schedule on april second
15263,social_post,Đăng một trạng thái bằng cách sử dụng các ghi chú mới nhất tôi đã thực hiện trong notepad của tôi ,post a status using the latest notes i made in my notepad
16522,email_addcontact,Vui lòng tạo một thông tin liên lạc mới về JO ,please create a new contact information about jo
10604,music_query,Nói cho tôi biết bài hát bài hát ,tell me the song track
6553,news_query,những gì đang xảy ra trong ngành công nghiệp nhạc pop ,whats happening in pop industry
15037,qa_factoid,Olly có bao nhiêu con sông ở châu Âu ,olly how many rivers are there in europe
2630,takeaway_order,Đặt món ăn Trung Quốc ,order chinese food
3585,weather_query,Thời tiết ở London là gì ,what is the weather in london
11755,recommendation_events,Olyly giới thiệu một sự kiện ban nhạc bluegrass trong vòng hai mươi dặm của Manchester MA trong tuần này ,olly recommend a blue grass band event within twenty miles of manchester ma this week
496,iot_hue_lightchange,Thay đổi màu sáng thành màu xanh ,change the light color to blue
3497,play_music,Chơi chỉ những bài hát của Beatles ,play only songs by the beatles please
6232,general_quirky,Olly hôm nay tôi đã có một kỷ lục phá vỡ ,olly today i had a record breaking sale
13529,recommendation_movies,Tôi nên xem bộ phim nào ,what movie should i go see
1939,play_music,Mở một bài hát từ danh sách đã cho ,open a song from the given list
5656,play_music,Chơi cho tôi âm nhạc của Michael Jackson ,play for me the music by michael jackson
17146,email_query,bất cứ điều gì mới ,anything new
1056,iot_cleaning,Bắt đầu máy hút bụi robot vào một giờ chiều hôm nay ,start the robot vacuum cleaner at one pm today
5018,iot_coffee,Tôi muốn cà phê nóng ,i want hot coffee
5962,takeaway_order,Bất kỳ cung cấp bữa ăn nhanh ,any fast food meal offers
6706,general_quirky,trí tuệ nhân tạo có ý thức không ,does artificial intelligence have consciousness
4370,audio_volume_up,Tăng âm lượng lên cấp bảy trên máy nghe nhạc ,raise volume to level seven on music player
6150,play_music,Tìm nhạc jazz trên danh sách phát của tôi ,find jazz music on my playlist
12753,transport_ticket,Tôi muốn một vé tàu từ Boston đến New York ,i want a train ticket from boston to new york
149,music_likeness,Bài hát này rất tốt ,this song was very good
9552,play_radio,Chơi Hiphop trong chín mươi bảy nóng ,play hiphop in hot ninety seven
8157,calendar_query,là lễ hội bóng bay vào cuối tuần này ,is the balloon festival this weekend
7821,calendar_remove,Xóa tất cả các lời nhắc khỏi lịch ,remove all the reminders from the calendar
8563,calendar_remove,Xóa cuộc hẹn của tôi cho ngày mai lúc ba giờ chiều ,delete my appointment for tomorrow at three pm
12920,transport_query,"Này, bốn chuyến tàu rời khỏi trạm lúc mấy giờ ",hey what time does the four train leave the station
8113,calendar_set,Vui lòng đặt bữa tiệc sinh nhật của Mary vào hai mươi giây lúc bảy giờ chiều ,please put mary's birthday party on the twenty second at seven pm
357,alarm_query,Xin vui lòng cho tôi biết báo động của tôi ,please tell me my alarms
9910,play_audiobook,Tôi muốn bắt đầu chiến tranh và hòa bình nơi tôi rời đi ,i want to start war and peace where i left off
9913,cooking_recipe,Những thành phần nào tôi cần cho súp cà chua ,what ingredients do i need for tomato soup
5373,play_music,đưa lên danh sách phát cuối cùng của tôi từ Tidal ,bring up my last playlist from tidal
9372,play_radio,Chơi trạm thể thao ,play the sports station
16073,email_addcontact,Lưu địa chỉ email mới vào danh bạ của tôi ,save new email addresses to my contacts
1000,iot_wemo_off,Tắt ổ cắm cắm thông minh của tôi ,turn off my smart plug socket
7593,calendar_set,Nhắc nhở tôi tắt đèn trong mười phút ,remind me to turn off the lights in ten minutes
11092,lists_createoradd,Bao gồm mục này ,include this item
2904,iot_cleaning,Hãy làm sạch sàn nhà ,please clean the floor
13321,qa_factoid,Có bao nhiêu mặt trên một hình ngũ giác ,how many sides are on a pentagon
5685,play_music,Chơi mục One. ,play item one
9027,calendar_set,Thêm vào lịch một cuộc hẹn y tế cho ngày đầu tiên của năm tháng tới ,add to calendar an medical appointment for the first day of the next five months
1942,iot_cleaning,Kích hoạt máy hút bụi ,activate vacuum cleaner
7572,calendar_set,nhắc nhở tôi khi tôi đến ,remind me when i reach
7566,calendar_set,Nhắc nhở mới nhất về cuộc họp ,latest reminder about meeting
267,iot_hue_lighton,Nó thật tuyệt vời ở đây ,it's awfully dark here
13773,qa_definition,Xác định và mô tả một tia cực tím ,define and describe an ultraviolet ray
5916,iot_coffee,Bắt đầu cappuccino cho tôi bây giờ ,start cappuccino for me now
3748,news_query,Giữ cho tôi cập nhật trên tin tức bão mới nhất ,keep me updated on the latest storm news
16905,email_sendemail,Gửi email cho gia đình tôi nói với họ về các kế hoạch sinh nhật sắp tới của tôi ,send an email to my family telling them about my upcoming birthday plans
12949,qa_factoid,Botswana ở đâu ,where is botswana
9161,calendar_query,Tôi có một cuộc hẹn cho tháng 1 thứ ba không ,do i have an appointment for january the third
14649,cooking_recipe,Cách nấu ăn ,how to cook
948,music_likeness,tôi thích bài hát nền ,i like the background song
2613,datetime_query,hôm nay là thứ tư hoặc thứ năm ,is today the fourth or the fifth
5484,weather_query,nó quá nóng cho quần ,is it too hot for pants
9607,play_radio,Chơi các chương trình này trong Pad này ,play this programmes in this pad's
7018,calendar_remove,Xóa đêm giao thừa từ lịch ,delete new year's eve from the calendar
16403,sendemail,Người nhận email mới Donna Bạn có kế hoạch cho ngày hôm nay ,new email recipient donna do you have plans for today
1926,iot_cleaning,Bắt đầu vận hành máy hút bụi robot ,initiate to operate robot vacuum cleaner
4149,iot_hue_lightup,Vui lòng bật đèn trong căn phòng này ,please turn up the lights in this room
4571,iot_wemo_off,Phích cắm WEMO nên được tắt trên ,the wemo plug should be turned off on
3106,weather_query,thời tiết hôm nay như thế nào ,what's the weather like today
13541,iot_wemo_on,Bắt đầu giặt ủi ,start the laundry
7214,calendar_set,Thái độ ,attitude
16536,email_sendemail,Gửi email đến người giám sát của tôi ,send an email to my supervisor
16950,email_sendemail,Email mới để liên lạc ,new email for contact
7940,calendar_query,Cuộc hẹn tiếp theo của tôi là gì ,what's my next appointment
14066,qa_factoid,Madonna cao bao nhiêu ,how tall is madonna
7856,calendar_set,Đặt một cuộc họp với Cục nhân sự vào cuối tháng ,set a meeting with the hr department for the end of the month
9336,play_radio,Chơi nóng chín mươi bảy ,play hot ninety seven
8335,calendar_remove,Tôi không muốn bất kỳ sự kiện nào được liệt kê trên lịch ,i don't want any events listed on the calendar
13402,takeaway_order,"Khi tôi về nhà, bạn có thể đặt hàng pizza không ",when i get home can you please order a pizza
15772,email_querycontact,Số của anh ấy là bao nhiêu ,what's his number
9854,play_audiobook,Tiếp tục phát lại âm thanh của Twilight ,resume audio playback of twilight
11163,lists_remove,bãi bỏ một mục từ danh sách ,abolish an item from list
11090,lists_createoradd,Làm mới danh sách bằng một cái mới ,refresh the list with new one
13678,qa_currency,Những gì đáng giá hơn một u. S. d. hoặc aus. ,what is worth more a u. s. d. or aus
7408,calendar_set,Đặt một sự kiện Chúc mừng sinh nhật John để lặp lại vào hai mươi mốt ngày một tháng một và mười bảy ,set an event happy birthday john to repeat on twenty one january two thousand and seventeen
6088,weather_query,Có phải là Sunny vào tuần tới vào thứ ba ,is it going to be sunny next week on tuesday
14632,general_quirky,mục đích của cuộc sống là gì ,what is the purpose of life
1944,iot_hue_lightoff,chuyển ánh sáng tắt ,shift the light off
14052,qa_definition,Người nhập cư là gì ,what is immigrant
13205,qa_definition,người nào ,someone
8423,calendar_set,Thiết lập một sự kiện định kỳ trong suốt cả tháng ,set up an event recurring throughout the month
6021,general_joke,trò đùa mới nhất là gì ,what's the latest joke
7931,calendar_set,Nhắc nhở tôi về khám mắt của tôi tại Walmart vào ngày hai mươi sáu ,remind me about my eye exam at walmart on the twenty sixth
10241,cooking_recipe,Olly cắt thịt bò ngon nhất là gì ,olly what is the best tasting cut of beef
14899,qa_stock,Starbucks là starbucks lên hoặc xuống từ quý trước ,is starbucks stock up or down from last quarter
