ids,intents,sentences,sentence_orgin
13721,qa_currency,tỷ giá hối đoái từ CAD sang u. S. d. ,exchange rate from cad to u. s. d.
12765,transport_query,chuyến tàu của tôi đến khi nào ,when is my train coming
1882,audio_volume_up,Tôi không thể nghe thấy một điều ,i cant hear a thing
1490,play_music,Chơi kỷ lục mới của Malika ,play the new record of malika
11011,lists_remove,ghi nhớ mở ,open memos
674,datetime_query,Hiển thị thời gian hiện tại ,display current time
8855,calendar_remove,Vui lòng xóa tất cả các sự kiện lịch ,please delete all calendar events
8406,calendar_remove,Xóa tất cả các sự kiện cho ngày mai ,delete all events for tomorrow
4956,datetime_query,Tết năm thứ hai trong tháng này ở đâu ,where does the twenty second fall this month
16240,email_sendemail,Gửi email cho chồng để hỏi ý tưởng nhà hàng ,send email to husband to ask for restaurant ideas
16302,email_querycontact,cho tôi biết địa chỉ email cho dì ruth ,tell me the email address for aunt ruth
16301,email_querycontact,Số điện thoại của Tom là gì ,what is tom's phone number
5700,weather_query,Tôi có thể làm khô quần áo của tôi trên đường dây ,can i dry my clothes on the line
10509,lists_query,danh sách của tôi ,my lists
11993,recommendation_locations,Những cửa hàng xung quanh tôi ,what shops are around me
1325,takeaway_query,Nhà hàng đó có cho phép gọi đơn đặt hàng không ,does that restaurant allow call in orders
9342,play_radio,Thay đổi đài phát thanh ,change the radio station
8400,calendar_query,Tôi có rảnh vào chiều thứ sáu ,am i free friday afternoon
10439,lists_query,Những gì trong danh sách của tôi ,what's on my list
10051,cooking_recipe,Tìm cho tôi một công thức của spaghetti ,find me a recipe of spaghetti
13695,general_quirky,Lịch sử của người ,history of person
9085,calendar_set,Tôi muốn một lời nhắc nhở cho cuộc họp của biên tập viên vào lúc hai giờ chiều thứ năm ,i want a reminder for an editor's meeting at two pm thursday
6703,news_query,Tin tức xung quanh thành phố ,news around the city
11687,recommendation_locations,Cửa hàng thức ăn nhanh ở góc sẽ mở cửa ngày hôm nay ,will the fast food shop at the corner open today
16243,email_querycontact,Joanne bao nhiêu tuổi ,how old is joanne
7936,calendar_query,Những gì được lên kế hoạch cho ngày hôm nay ,what is scheduled for today
11772,recommendation_movies,Những bộ phim đang chơi ngay bây giờ ,what movies are playing right now
14560,music_query,Bạn cảm thấy thế nào sau khi nghe album mới của Justin Bieber ,how do you feel after hearing justin bieber's new album
12616,transport_ticket,Tôi muốn đặt vé tàu Rajdhani từ Mumbai đến Ahmedabad ,i want to book rajdhani train ticket from mumbai to ahmadabad
16969,email_sendemail,Vui lòng gửi email đến abc @ gmail dot com thay vì XYZ @ gmail dot com ,please send the email to abc@gmail dot com instead of xyz@gmail dot com
1046,play_music,Bạn có thể chơi bài hát về chia tay không ,can you play songs about breakups
6010,takeaway_query,Tôi có thể lấy thứ tự lớn của mình tại Pizza Hut không ,can i pick up my large order at pizza hut
7812,calendar_set,nhắc nhở tôi về cuộc hẹn nha sĩ của tôi vào đêm hôm trước ,remind me of my dentist appointment the night before
2393,music_query,tiêu đề của bài hát này là gì ,what is the title of this song
241,weather_query,những gì đang xảy ra bên ngoài ,what's going on outside
341,iot_coffee,Bắt đầu máy pha cà phê ,start the coffee machine
12079,recommendation_events,Bất kỳ sự kiện xảy ra gần đó ,any events happening nearby
4351,datetime_query,Bây giờ là mấy giờ ở Anh ,what time is it in england
12029,recommendation_events,Hiển thị các sự kiện mới nhất xung quanh New York ,show latest events around new york
8826,calendar_set,Nhắc nhở tôi gọi ngân hàng thứ Năm tới ,remind me to call the bank next thursday
8517,calendar_set,Thêm một lời nhắc nhở vào tháng tư tháng 4 để đi đến nha sĩ ,add a reminder to april fourth to go to the dentist
14180,qa_factoid,Thủ đô của New York là gì ,whats the capital of new york
5765,iot_cleaning,Khởi đầu chân không ,vacuum start
11373,play_podcasts,kỳ nghỉ ,vacation
9928,cooking_recipe,cho tôi biết làm thế nào để nấu mì ống ,tell me how to cook pasta
14321,qa_factoid,Ai là một nửa tốt hơn của Obama ,who is the better half of obama
1424,news_query,cho tôi biết về cuộc bầu cử mới ,let me know about election new
14350,general_quirky,bạn có thể giải thích thuật toán lời nói của bạn với tôi ,can you explain your speech algorithm to me
1263,alarm_query,Tôi có bao nhiêu báo động ,how many alarms do i have
9684,play_audiobook,Tiếp tục Audiobook. ,resume audiobook
13235,qa_maths,tìm tổng của mười ba và mười bốn ,find the sum of thirteen and fourteen
5715,play_music,Chơi bài hát đang ở trong phim Rangoon ,play the song which is in movie rangoon
8303,calendar_set,Đặt một cuộc họp với ông Forman vào thứ năm lúc hai giờ chiều ,set a meeting with mr forman for thursday at two pm
15586,social_post,Khiếu nại cho Bộ phận Thực phẩm ,complaint to dept for food quality
2212,music_settings,lặp lại âm nhạc ,repeat the music
7875,news_query,những gì đã xảy ra tuần trước ,what happened last week
3100,news_query,Biến tin về ,turn the news on
6102,weather_query,"Này olly, thời tiết sẽ như thế nào hôm nay ở Los Angeles California ",hey olly what will the weather be like to today in los angeles california
1392,general_greet,Này olly có chuyện gì thế ,hey olly what's up
8869,calendar_set,Thiết lập một cuộc họp với Tanya của tôi cho mỗi thứ Năm lúc mười giờ sáng ,set up a meeting with my tanya for every thursday at ten am
8018,calendar_set,Thêm một bữa tiệc tại thành phố NY cho thứ bảy này ,add a party in ny city for this saturday
12563,transport_ticket,Mua vé tàu đến Cleveland trong tháng mười bốn ,buy a train ticket to cleveland for april fourteenth
14659,qa_factoid,Dân số Alabama là gì ,what is the population of alabama
11222,lists_remove,Bạn có thể xóa danh sách mua sắm của tôi ,can you delete my shopping list
15935,email_query,Email mới của tôi là gì ,what are my new emails
3636,play_music,Tôi muốn bạn được cảnh báo bởi Tech N9NE ,i want you to put on be warned by tech n9ne
5626,play_music,Chơi cho tôi âm nhạc của Madonna ,play for me music by madonna
4204,weather_query,Sẽ có tuyết trong tuần này ,will there be snow this week
4148,datetime_query,cho tôi xem mấy giờ rồi ,show me what time it is
5575,datetime_query,Bạn có thể cho ngày hôm nay ,can you give the date today
15992,email_sendemail,Email Ashwin Patel Lời chúc tốt nhất của tôi và Đính kèm Workpdf ,email ashwin patel my best wishes and an attachment of workpdf
6767,calendar_set,Nhắc tôi đi mua sắm mỗi tuần ,remind me to go shopping every week
9078,calendar_set,Ngày mai mẹ tôi sinh nhật ,tomorrow my mother birthday
5708,datetime_query,ngày ,date
12613,transport_ticket,Tôi cần đặt vé tàu từ Mumbai đến Goa ,i need to book a train ticket from mumbai to goa
62,alarm_query,Vui lòng liệt kê báo động hoạt động ,please list active alarms
12124,transport_taxi,Đặt cho tôi một chiếc taxi ảm đạm ,book me a cab olly
12649,transport_traffic,lưu lượng truy cập như thế nào ngày nay ,what is the traffic like today
6492,recommendation_events,Các sự kiện địa phương hiện tại ,current local events
9148,calendar_query,Tôi đã lên kế hoạch gì cho thứ Sáu ,what do i have planned for friday
11126,lists_query,Tôi muốn biết các chi tiết trong danh sách mua sắm ,i want to know the particulars in shopping list
16093,email_query,Hãy cho tôi biết bất kỳ email đến nào trong giờ cuối cùng xin vui lòng ,let me know of any incoming emails for the last hour please
1985,audio_volume_mute,Vui lòng thay đổi âm lượng để tắt tiếng ,please change the volume to mute
12946,factoid,Michael Jackson cao bao nhiêu ,how tall is micheal jackson
2609,takeaway_query,Hãy nhớ rằng tôi đã đặt hàng một chiếc bánh cho bữa tiệc sinh nhật tối nay cho tôi biết tình trạng xin vui lòng ,remember i've ordered a cake for tonight's birthday party let me know the status please
1969,weather_query,hôm nay là ngày nắng hay không ,today is sunny day or not
6442,general_quirky,Đây là một cái gì đó từ ngày hôm nay ,here is something from today
12719,transport_ticket,Tôi cần một vé tàu đến Cambridge từ đây ,i need a train ticket to cambridge from here
6208,general_quirky,"Đó là ngày khủng khiếp, nó trông sẽ mưa cả ngày ",it is awful day it looks it will rain the whole day
15690,email_querycontact,Số công ty của Jimmy John là gì ,what is jimmy johns's corporate number
6845,calendar_set,Tạo một sự kiện cho sinh nhật của John ,create an event for a john's birthday
409,alarm_query,Đọc cho tôi báo động của tôi ,read me my alarms
1609,iot_coffee,Hãy bắt đầu sản xuất bia ,start brewing please
11874,recommendation_events,Có buổi hòa nhạc nào trong tuần này không ,are there any concerts this week
13709,qa_factoid,Seattle bao xa ,how far away is seattle
12631,transport_taxi,Đưa tôi một chiếc taxi đến sân bay ngay bây giờ ,get me a taxi to the airport right now
14512,qa_stock,cho tôi giá cổ phiếu mở của Intel ngày hôm nay ,give me the opening stock price of intel today
5205,play_music,Bật Surfin USA ,turn on surfin usa
2209,news_query,cho tôi biết tin tức hôm nay từ nhà cung cấp tin tức là gì ,tell me what was today's news from news provider
16224,email_addcontact,Thêm email ,add email
9312,play_radio,Bật radio để hôn FM ,turn on the radio to kiss fm
2884,iot_hue_lightoff,Hãy tắt tất cả các đèn trong nhà ,please turn off all of the lights in the house
1966,iot_hue_lightchange,Thay đổi màu sáng thành màu xanh lá cây ,chane light colour to green
12889,transport_taxi,Tôi có thể lấy một ngôi nhà Uber từ trung tâm Fox càng sớm càng tốt ,can i get an uber home from the fox downtown as soon as possible
3824,news_query,Tin tức mới nhất về xe ô tô ,latest news on cars
6869,calendar_set,bạn có thể đồng bộ hóa lịch của mình với dấu ,can you sync my calendar with mark
3493,iot_coffee,ủ tôi một ít cà phê ,brew me some coffee
6547,quirky,Làm thế nào bạn làm gì hôm nay ,how are you doing today
13904,qa_factoid,Con sông dài nhất trên trái đất là gì ,what is the longest river on earth
11357,play_podcasts,bạn có thể tìm kiếm cnn ,can you search cnn
12570,transport_query,Thời gian đến đã đi là gì cho chuyến tàu này ,what are departure arrival times for this train
10185,recommendation_locations,Danh sách các nhà hàng gần đó ,list of the nearby restaurant
715,news_query,cho tôi một tờ báo ,give me a newspaper
1530,play_music,Tôi muốn nghe Eo biển George ,i want to listen to george strait
12811,transport_traffic,Hiển thị giao thông ở Ohio ,show traffic in ohio
14573,qa_stock,Nói cho tôi biết tóm tắt Dự báo Microsoft Stock dự báo đến ba mươi ngày trước ,tell me summary forecast microsoft stock forecast to thirty days ahead
6889,calendar_set,nhấp vào để lưu ,click save
15480,social_post,Làm mới khiếu nại này ,refresh this complaint
11050,query,cho tôi biết danh sách của tôi ,tell me my list
4275,general_joke,Hãy nói với tôi một trò đùa ,tell me a joke please
12403,transport_query,Khi nào chuyến tàu tiếp theo đi du lịch thành phố ở đây ,when does the next train travelling the the city leave here
11919,recommendation_movies,Bạn có thể cho tôi biết bộ phim nào có đánh giá tốt nhất ,can you tell me what movie has the best reviews
10376,play_game,Trò chơi của tôi để chơi trong máy tính của tôi ,my games to play in my computers
16155,email_querycontact,Địa chỉ của Tara John là gì ,what is the address of tara john
9600,play_radio,Alexa bật PDR am ,alexa turn on pdr am
2925,takeaway_order,Vui lòng đặt hàng từ Deli của Jason ,please order take from jason's deli
8483,calendar_set,Nhắc nhở tôi để gọi cho con gái tôi điều đầu tiên vào thứ năm để chúc cô ấy kỷ niệm hạnh phúc ,remind me to call my daughter first thing on thursday to wish her happy anniversary
14148,qa_definition,mô tả chăn ,describe blanket
7172,calendar_set,Jonathan muốn gặp các ngày chủ nhật lúc mười một bạn có thể nhắc nhở tôi tối thứ bảy mỗi tuần ,jonathan wants to meet up sundays at eleven can you remind me saturday night every week
5899,datetime_query,là tháng tư mười lăm vào cuối tuần ,is april fifteenth on a weekend
15312,social_query,cho tôi biết những gì đã có xu hướng trên Twitter ,tell me what's trending on twitter
15818,email_query,Tôi đã nhận được bất kỳ câu trả lời từ Jan ,did i get any replies from jan
4267,audio_volume_up,bật âm lượng lên âm nhạc ,turn up the volume on the music
16192,email_query,tôi đã có bất kỳ email mới từ công ty của tôi ,have i got any new email from my company
3016,play_music,Thêm Digger Gold để xếp hàng ,add gold digger to queue
4715,play_music,Chơi nhạc của tôi ,play my music
13987,general_quirky,Ý kiến về các tiện ích mới nhất ,opinion about latest gadgets
8789,calendar_set,Hãy sẵn sàng cho cuộc họp trước khi sự kiện bắt đầu ,get ready for the meeting before the event starts
4529,alarm_query,Báo thức theo lịch trình tiếp theo của tôi là gì ,what's my next scheduled alarm
1920,weather_query,Thời tiết cho tuần học là gì ,what is the weather for the school week
10793,lists_createoradd,Mở ra một danh sách mới ,open up a new list
10902,lists_createoradd,Đặt pizza vào danh sách ,put pizza on the list
10140,cooking_recipe,Tải xuống ứng dụng nấu ăn. ,download cooking app
672,datetime_query,bạn có thể cho tôi biết mấy giờ rồi ,can you tell me what time is it
1631,audio_volume_up,Tôi cần nghe âm lượng của âm nhạc hiện tại ,i need to hear the volume of the current music
1588,weather_query,Thời tiết vào ngày mai là gì ,what's the weather like tomorrow
6031,audio_volume_mute,Tắt tiếng ồn ,turn down the noise
13840,qa_factoid,Marlon Brando sinh ra ở đâu ,where was marlon brando born
13793,qa_definition,Xác định tình yêu mà không cầu khẩn thuật ngữ tình yêu ,define love without invoking the term love
3544,iot_hue_lightchange,Phòng này có thể có đèn xanh ,can this room have green light
8726,calendar_remove,Xóa mọi sự kiện ,delete every event
13463,general_quirky,Maths giải pháp vấn đề ,maths solution matters
1851,datetime_query,Bao nhiêu giây còn lại để hoàn thành giờ này ,how many seconds are left to complete this hour
13241,transport_query,Vé rẻ nhất có sẵn vào tuần tới cho một chuyến đi khứ hồi ba ngày đến Iceland ,what is the cheapest ticket available next week for a round trip three day trip to iceland
15969,email_query,Kiểm tra email đã gửi gần đây từ mẹ ,check recently sent emails from mom
15643,social_query,Cần thông tin ,need info
2688,general_quirky,Xác nhận mua máy tính xách tay ,confirm to buy laptop
6510,email_query,email. ,emails
15270,social_post,"Bạn sẽ vui lòng gửi bài này đến facebook của tôi, tôi yêu bạn ",will you please post this to my facebook i love you
11551,play_podcasts,Chơi podcast cuối cùng tôi đã nghe ,play the last podcast i listened to
12757,transport_taxi,Gửi một chiếc taxi đến đón tôi từ vị trí của tôi ,send a taxi to come pick me up from my location
5457,news_query,cho tôi cập nhật về cuộc đua ứng cử viên tổng thống ,give me updates on the presidential candidate race
205,alarm_query,Hiển thị báo động ,show alarms
13377,general_quirky,Làm thế nào để tôi băng keo một con ngỗng đến một con lợn ,how do i duct tape a gooseto apig
12356,transport_ticket,Tôi cần một vé tàu ,i need a train ticket
15804,email_sendemail,"Email James về trò chơi bóng mềm James, chúng ta cần phải có được một số giải khát trước khi đi qua ",email james about the softball game james we need to get some refreshments before heading over
1733,alarm_query,Kiểm tra ngày nay báo động của cuộc họp ,checkout today alarm of meeting
4063,takeaway_query,họ sẽ giao hàng cho tôi chứ ,will they deliver to me
5237,play_music,Mở Media Player và chơi danh sách trang web của tôi ,open media player and play my gym playlist
13095,qa_factoid,Tony Bennett bao nhiêu tuổi ,how old is tony bennett
11233,lists_query,Tất cả các danh sách tôi có sẵn là gì ,what are all the lists i have available
10198,cooking_recipe,Tìm kiếm công thức spaghetti tốt nhất ,search for the best spagetti recipe
12276,transport_taxi,Đặt một chiếc taxi cho tôi ,book a taxi for me
10385,play_game,Chơi tôi theo dõi với tôi ,play i spy with me
65,news_query,những gì đang xảy ra trong bóng đá ngày hôm nay ,whats happening in football today
3628,iot_coffee,Làm cho tôi một tách cà phê ,make me a cup of coffee
16513,email_query,Tôi có thư nào không ,do i have any mails
2827,audio_volume_mute,Tắt tiếng loa phòng khách ,mute the living room speakers
12290,transport_ticket,Đăng ký một sự kiện hoặc một vé ,register an event or a ticket
8096,calendar_query,Bạn có thể thông báo cho tôi về những gì tôi gặp phải trong tuần này ,can you inform me about what i have going on this week
2273,takeaway_query,Nhà hàng có giao hàng tận nhà không ,does restaurant has home delivery
14396,qa_factoid,Bán kính của miệng núi lửa lớn nhất trên trái đất là gì ,what is the radius of the biggest crater on earth
6834,calendar_query,Mấy giờ tôi gặp John vào ngày mai ,what time am i meeting john tomorrow
14482,transport_query,Nói cho tôi biết nếu tôi nên sử dụng tàu hoặc xe buýt để đi qua thị trấn ngày nay ,tell me if i should use the train or bus to get across town today
10562,lists_createoradd,Bắt đầu một danh sách mới cho tôi ,start a new list for me
4583,alarm_remove,Yêu cầu họ nhớ luôn luôn khóa cửa và giữ một cái nhìn cẩn thận trên chìa khóa của họ ,ask them to remember always to lock the door and keep a careful watch on their keys
15555,social_post,Vui lòng tweet khiếu nại sau đây ,please tweet the following complaint
15551,social_post,Viết một tweet đến Burger King bày tỏ sự không tán thành của tôi ,write a tweet to burger king expressing my disapproval
13827,qa_definition,mô tả một vỏ sò ,describe a seashell
6766,calendar_set,Nhắc nhở tôi đi đến phòng tập thể dục mỗi thứ Hai và thứ ba ,remind me to go to the gym every monday and tuesday
4506,play_music,Chơi lại màu đen ,play back in black
4926,weather_query,Dự báo thời tiết tuần này ,this weeks weather forecast
13664,qa_definition,cho tôi sự thật về Sân vận động Yankee ,give me the facts on yankee stadium
16339,email_query,Chỉ cho tôi những email gần đây nhất ,show me most recent emails
12448,transport_ticket,Đặt và trả tiền vé tàu để Denver vào thứ Bảy ,book and pay for a train ticket to denver for saturday
11565,recommendation_events,Bạn có thể đề nghị một số niềm vui ở New York ,could you suggest some fun in new york
13163,qa_definition,Nguồn gốc từ ,origin of word
4915,weather_query,Nhiệt độ trong Augusta GA ,temperature in augusta ga
15751,email_query,Đọc cho tôi email cuối cùng từ Stefan và thay dầu ,read me the last email from stefan and oil change
6252,general_quirky,hôm nay tôi ,today i
15431,social_post,Gửi một tweet về khiếu nại của tôi trên xe tải của tôi để tiêu dùng tiêu dùng ,send a tweet about my complaint on my truck to consumer digest
5780,datetime_query,ngày và giờ ,date and time
7078,calendar_remove,Xóa toàn bộ lịch của tôi ,clear my entire calendar
17032,email_sendemail,xin chào xin vui lòng gửi thư đến Sam vào buổi tối ,hi please send mail to sam by evening
15755,email_sendemail,Gửi email đến anh trai tôi ,send email to my brother
4750,weather_query,nó sẽ có tuyết ,is it gonna snow
16623,email_sendemail,Tôi cần một email được gửi đến Comcast dot com về các vấn đề dịch vụ của tôi ,i need an email to be sent to comcast dot com about my service issues
7770,calendar_query,Tôi có bất kỳ lời nhắc nào được đặt ,do i have any reminders set
1292,iot_wemo_on,Bắt đầu phích cắm thông minh ,start the smart plug
3198,iot_coffee,Tôi cần phải thức dậy làm cho tôi cà phê mạnh nhất bạn có thể thực hiện ,i need to wake up make me the strongest coffee you can make
14681,qa_factoid,Có bất cứ vấn đề của ileana d'cruz ,is there any affairs of ileana d'cruz
12423,transport_traffic,Giao thông bây giờ thế nào ,how was the traffic now
5055,news_query,Tin tức mới nhất cho thời trang là gì ,what is the latest news for fashion
4608,news_query,Bạn có thể cho tôi biết những câu chuyện tin tức hàng đầu về Nhà Trắng ,can you tell me the top news stories about the white house
2525,takeaway_query,họ có cất cánh không ,do they have takeout
8153,calendar_query,Bạn có thể nói gì với tôi về điệu nhảy vào thứ Sáu ,what can you tell me about the dance on friday
8016,calendar_query,Tôi có một bữa tiệc vào ngày mai lưu vào lịch của tôi ,do i have a party tomorrow save on my calendar
13857,qa_stock,Tôi muốn biết các cổ phiếu của Amazon ,i want to know the stocks of amazon
7591,calendar_query,Khi nào là giờ nghỉ trưa của tôi ,when is my lunch break
13006,general_quirky,Bạn nghĩ tôi trông như thế nào ,what do you think i look like
15875,email_sendemail,Gửi email cho John rằng tôi đang trên đường về nhà ,send an email to john that i am on my way to home
16811,email_query,Tôi có một email mới từ eric ,do i have a new email from eric
6368,general_quirky,Gia đình giải trí ,family entertainment
15608,social_post,Tweet một khiếu nại về hệ thống thoát nước kém ,tweet a complaint about poor drainage system
8625,calendar_set,Gửi cho tôi một lời nhắc nhở cho cuộc họp của tôi tối nay ,send me a reminder for my meeting tonight
10314,play_game,Hãy chơi kẻ xâm lược không gian cùng nhau ,let's play space invaders together
16252,email_querycontact,tra cứu thông tin hóa đơn ,look up bill information
5866,alarm_query,Có bất kỳ báo động hoạt động ,is there any alarm active
14851,qa_maths,kết quả của một trăm trừ năm mươi là gì ,what is the result of one hundred minus fifty
5495,weather_query,Tôi có nên đi ô ngày hôm nay không ,should i take an umbrella today
4298,audio_volume_up,nâng thể tích loa ,raise speaker volume
4612,play_music,Chơi một lựa chọn âm nhạc cổ điển ,play a selection of classical music
14441,qa_factoid,Raleigh ở đâu ,where is raleigh
184,play_music,Chơi Michael Jackson từ danh sách phát của tôi ,play michael jackson from my playlist
14333,qa_stock,S n. p Đóng tại ,what did the s n. p close out at
14562,qa_currency,Chuyển đổi năm s. d. đến Rials. ,convert five s. d. to rials
3594,iot_hue_lightoff,chúc ngủ ngon ,good night
14049,qa_factoid,vùng địa lý của Madagascar là gì ,what is the geographic region of madagascar
15400,social_post,Chuyển tiếp một khiếu nại đối với Simran Aapa Kadai về chất lượng thực phẩm ,forward a complaint to simran aapa kadai about the food quality
14618,qa_factoid,Kim Kardashian bao nhiêu tuổi ,how old is kim kardashian
1997,news_query,Bạn có thể tìm kiếm Trump ,can you search trump
9668,play_audiobook,Tôi muốn hoàn thành việc lắng nghe cuốn sách một nghìn chín trăm tám mươi bốn từ nơi tôi rời đi ,i want to finish listening to the book one thousand nine hundred and eighty four from where i left off
7722,calendar_query,Bạn có thể cho tôi biết sinh nhật của ai đang ở đó vào tháng Hai ,could you tell me who's birthdays are there in february
13527,general_quirky,nền kinh tế ở pháo đài như thế nào so với houston ,how is the economy in fort worth compared to houston
6913,calendar_set,Đặt sự kiện trong sự kiện lặp lại lịch mỗi ngày ,set event in calendar repeat event every day
8121,calendar_set,Thay đổi sự kiện sinh nhật của Moms để lặp lại hàng năm trong cùng một ngày ,change moms birthday event to repeat every year on same day
3821,music_likeness,Bài hát hiện tại Xếp hạng ba ngôi sao ,current song rating three stars
3798,iot_hue_lightchange,Thay đổi màu sắc ánh sáng ,change light colors
7659,calendar_query,Đưa ra danh sách tất cả các cuộc hẹn hôm nay Đăng ba chiều ,give a list of all appointments today post three pm
3108,play_music,Chơi danh sách nhạc Rap của tôi ,play my rap playlist
2368,news_query,Tin tức mới nhất về thế giới này là gì ,what is the latest news about this world
2302,music_likeness,Tôi thích đá ngoài với sock của tôi ra ,i love to rock out with my sock out
3192,music_likeness,Cung cấp năm sao cho bài hát này ,give five stars to this song
