ids,intents,sentences,sentence_orgin
10144,cooking_recipe,Tôi làm lạnh bao lâu một chiếc bánh băng ,how long do i chill an icebo pie
15129,qa_factoid,Sa mạc nào nóng nhất ,which desert is hottest
6688,transport_traffic,Giao thông như thế nào bây giờ ,how is the traffic right now
2357,play_music,Phát nhạc từ nơi bạn rời đi ,play music from where you left off
7020,calendar_query,cho tôi các chi tiết của lời nhắc tiếp theo ,give me the details of next reminder
5112,weather_query,Tôi có cần một ngày mưa sau ,do i need a raincoat day after
8478,calendar_set,Nhắc nhở tôi về cuộc họp của tôi lúc năm giờ chiều ,remind me of my meeting at five pm
9493,play_radio,bạn có thể vui lòng chơi đài FM của một trạm cho tôi không ,could you please play the fm radio of one station for me
15162,social_query,người đã trả lời doanh nghiệp của tôi trong vòng hai mươi bốn giờ qua ,who has responded to my business within the last twenty four hours
6762,calendar_remove,Thả kỳ nghỉ tháng sáu của tôi từ Lịch ,drop my june holiday from calendar
9126,calendar_query,Thời gian nào là bác sĩ mắt của tôi hẹn vào hai mươi ba ,what time is my eye doctor appointment on the twenty third
5915,music_query,cho tôi ngày phát hành của bài hát này ,give me the release date of this song
4962,music_settings,âm nhạc shuffle. ,shuffle music
153,music_settings,Kích hoạt shuffle. ,enable shuffle
3716,music_likeness,Hãy giữ mọi thứ tôi có trong bài hát này ,please keep everything i have on this song
724,weather_query,cho stat thời tiết trong tuần ,give weather stat for the week
14247,qa_factoid,Công viên Yellowstone nằm ở đâu ,where is yellowstone park located
15549,social_post,Báo cáo khiếu nại với Samsung bằng Tweet ,report complaint to samsung by tweet
5419,iot_wemo_off,Vui lòng tắt ổ cắm Wemo ,please turn off wemo socket
16621,addcontact,Vui lòng thêm vào danh sách liên lạc của tôi và gửi cho họ một email nhắc nhở ,please add to my contact lists and send them a reminder email
13902,qa_factoid,Bạn có thể đưa tôi đến tuyến đường đến Chicago trước nửa đêm ,can you get me the route to chicago before midnight
1190,datetime_convert,Nếu đó là nửa đêm ở Colorado thì mấy giờ ở Munich ,if it's midnight in colorado what time is it in munich
8108,calendar_remove,Xóa sự kiện lịch tiếp theo ,delete next calendar event
1024,takeaway_query,Tôi muốn biết nếu vườn ô liu cung cấp cho takeaway ,i want to know if the olive garden provides takeaway
7600,calendar_query,Tôi có bất kỳ sự kiện nào xảy ra vào tuần tới ,do i have any events happening next week
6149,play_music,Tôi muốn nghe nhạc bằng một ban nhạc từ danh sách phát của tôi ,i want to hear music by a band from my playlist
131,takeaway_order,Đặt hàng cho tôi một byron từ fellowoo ,order me a byron from deliveroo
3458,audio_volume_mute,loa câm. ,mute speaker
11520,play_podcasts,Quay trở lại podcast trước ,go back to the podcast before
12249,transport_taxi,tìm taxi gần nhất ,find the nearest taxi
6622,general_quirky,Lịch sử của điện thoại thông minh là gì ,what is the history of smart phones
4386,music_query,Hiện tại thông tin theo dõi là gì ,what is the track information currently
7068,calendar_query,Tùy chỉnh tab để hiển thị khoảng thời gian ưa thích của bạn ,customize the tab to display your preferred time period
15167,social_post,Vui lòng cập nhật trạng thái của tôi trên Facebook với buổi tối tốt lành ,please update my status on facebook with good evening
11260,play_podcasts,Bỏ qua tập tiếp theo ,skip to next episode
7274,calendar_set,nhắc nhở tôi về kỷ niệm của tôi trước ,remind me about my anniversary in advance
7222,calendar_query,là bữa tiệc của Jimmie vào thứ Sáu bị hủy bỏ ,is jimmie's party on friday cancelled
5702,play_music,Chơi những bài hát yêu thích của tôi ,play my favorite songs
3626,news_query,BBC News World News ,bbc news world news
8371,calendar_remove,hey olly vào thứ hai mươi trong suốt lịch của tôi ,hey olly on the twentieth clear my calendar
14579,qa_stock,Giá cổ phiếu cho năng lượng GSS ,stock price for gss energy
813,play_music,Chơi Lady Gaga bắt đầu với khuôn mặt poker ,play lady gaga starting with poker face
11319,play_podcasts,Làm tập podcast tiếp theo để chơi ,make next podcast episode to play
13088,qa_maths,Hai trăm chia cho năm ,whats two hundred divided by five
4310,news_query,Họ đang nói gì về Donald Trump về chủ đề này ,what are they saying about donald trump on this topic
16105,email_querycontact,tìm kiếm liên lạc ,search the contact
12747,transport_ticket,xin vui lòng đặt vé tàu cho tôi ,please book a train ticket for me
14328,qa_factoid,Tôi có thể tìm Nhật Bản ở đâu ,where can i find japan
14137,general_quirky,Tại sao mọi người thích phim ,why people like movies
1844,weather_query,Nó sẽ đóng băng qua đêm ,is it going to freeze overnight
16408,email_sendemail,Alexa viết email ,alexa write email
5042,alarm_set,Thời gian báo thức cho mười hai chiều ,alarm time for twelve pm
12509,transport_query,Khi nào chuyến tàu từ Kansas City đến Iowa rời đi ,when does the train from kansas city to iowa leave
11094,lists_remove,Xóa một danh sách ,delete a list
4108,alarm_query,Có một báo động lúc bốn giờ sáng ,is there an alarm at four am
3681,music_query,Bài hát này hiện đang chơi thể loại nào ,what genre is this song currently playing
4891,general_quirky,bạn đã gặp cô ấy chưa ,did you meet her
4430,music_query,SoundCloud. ,sound cloud
1157,news_query,Tin tức hàng đầu về Ngày Quốc tế Phụ nữ ,top news on international women's day
5745,datetime_query,Cho tôi xem ngày thứ ba lần đầu tiên là mấy ,show me what day the thirty first is on
10752,lists_query,Danh sách tạp hóa của tôi là gì ,whats on my grocery list
7221,calendar_query,cuộc họp của tôi ngày hôm nay lên lịch lại ,was my meeting today rescheduled
8999,calendar_set,nhắc tôi trong năm mươi phút ,remind me in fifty minutes
10445,lists_remove,loại bỏ mục ,remove item
7717,calendar_set,Điền vào lịch của tôi với một cuộc họp với Garvin và Trilly cho ngày thứ năm vào năm tháng 12 lúc năm trăm ba mươi chiều ,fill my calendar with a meeting with garvin and trilly for december fifth at five hundred and thirty pm
9031,calendar_remove,Xóa sự kiện cuộc họp Office của tôi cho tuần tới ,remove my office meeting event for next week
7146,calendar_remove,Tìm bữa tối với mẹ trên lịch của tôi và xóa nó ,find dinner with mom on my calendar and delete it
5467,weather_query,Có cần ly không ,is there a need for sun glasses
12773,transport_traffic,dòng chảy. ,influx
10354,play_game,Chơi cho tôi trò chơi Candy Crush ,play for me the game candy crush
13794,general_quirky,Giải thích cho tôi cách một đồng hồ hoạt động trong chi tiết chính xác ,explain to me how a clock works in precise detail
6588,news_query,tin tức hiện tại ,current news
1708,audio_volume_up,Thay đổi khối lượng loa lên sáu mươi lăm phần trăm ,change the speaker volume to sixty five percent
11985,recommendation_events,Tôi nên thấy gì vào cuối tuần này ,what should i see this weekend
1233,datetime_query,Bây giờ là mấy giờ ở New York ,what is the time in new york now
1438,alarm_query,Những báo động nào tôi có ,what alarms do i have
3478,play_music,Chơi phát hành âm nhạc đồng quê mới nhất ,play latest country music releases
7077,calendar_remove,Vui lòng xóa sự kiện tiếp theo trên lịch của tôi ,please delete the next event on my calendar
11001,lists_createoradd,Tạo một danh sách mới cho tôi ,create a new list for me
9025,calendar_set,Chúc sinh nhật ,wish birthday
12434,transport_query,phạt tôi một chuyến tàu đến Denver ,fine me a train to denver
11605,recommendation_locations,Thanh thể thao tốt nhất với các lựa chọn ăn chay trong l.a. ,what is the best sports bar with vegetarian options in l.a.
4937,play_music,Đi đến danh sách phát cổ điển của tôi ,go to my classical playlist
10,iot_hue_lightchange,Vui lòng đặt ánh sáng phù hợp để đọc ,please set the lighting suitable for reading
6671,general_quirky,Điều gì sẽ là một cái gì đó thú vị để làm ngày hôm nay ,what would be something fun to do today
12433,transport_query,Tôi cần một vé tàu để denver ,i need a train ticket to denver
8889,calendar_remove,Xóa cái đó ,delete that
1137,calendar_query,Xin vui lòng cho tôi biết các sự kiện hiện tại trong ngày ,please tell me current events for the day
4106,weather_query,ngày mai sẽ là gì vào ngày mai ở Tucson ,what will the high be tomorrow in tucson
7403,calendar_set,Thêm năm mới với gia đình vào tuần tới ,add new year with family next week
14781,general_quirky,Cơ hội của Donald Trump đang biến thành một nhà độc tài là gì ,what are the chances of donald trump turning into a dictator
9901,play_audiobook,Tìm cho tôi một phiên bản âm thanh của người chơi sẵn sàng và chơi nó cho tôi ,find me an audio book version of ready player one and play it for me
4451,alarm_query,Tôi có một bộ báo động cho ngày hôm nay ,do i have an alarm set for today
12962,qa_definition,Xác định pháp y. ,define forensic
17178,email_query,Tôi có email mới từ John không ,do i have new emails from john
14823,qa_currency,Bao nhiêu là đồng đô la có giá trị ở Canada ,how much is the dollar worth in canada
4720,weather_query,Cuối tuần sẽ là tốt đẹp ,is the weekend going to be nice
14337,qa_stock,đang theo đuổi làm tốt ,is chase doing good
4490,alarm_set,nhắc nhở tôi lúc sáu giờ ba mươi chiều ,remind me at six thirty pm
4651,play_music,Tôi rất thích nghe nhiều bài hát hơn bởi nghệ sĩ đó ,i would love to hear more songs by that artist
9345,play_radio,Vui lòng bật radio ,please turn on the radio
4288,datetime_query,Bây giờ là mấy giờ trong ngày ,what's the time of day right now
5377,weather_query,Vui lòng kiểm tra thời tiết vào thứ ba ,please check weather on tuesday
8663,recommendation_events,Những sự kiện đang diễn ra ở Seattle vào cuối tuần này ,what events are happening in seattle this weekend
10747,lists_remove,Xóa mục đó khỏi danh sách của tôi ,erase that item from my list
3736,audio_volume_down,Vui lòng hạ khối lượng loa ,please lower the speaker volume
11005,lists_createoradd,Tạo một danh sách trống ,create a blank list
10856,lists_query,Tôi cần xem danh sách của tôi ,i need to see my list
15367,social_post,Khiếu nại Tweet tại Verizon ,tweet complaint at verizon
12772,transport_traffic,quá cảnh ,transit
14094,qa_definition,Nói cho tôi biết về động cơ chiến tranh thời trung cổ ,tell me about medieval war engines
11971,recommendation_locations,Cửa hàng pizza tốt nhất gần đó là gì ,what's the best pizza shop nearby
2981,news_query,Tìm và đọc cho tôi những sự kiện thế giới xảy ra hôm nay ,find and read to me world events happening today
1716,audio_volume_up,Bạn có thể nói nhẹ nhàng hơn một chút ,could you speak a little more softly
14262,qa_definition,định nghĩa của cốt truyện là gì ,what is definition of plot
6334,general_quirky,Olly tôi đã có một ngày tồi tệ nhất ngày nay ,olly i had the worst day ever today
8309,news_query,Có bao nhiêu người đã tham gia cuộc biểu tình trong Quảng trường Thời đại hôm qua vào buổi trưa ,how many people were at the protest in times square yesterday at noon
4093,weather_query,Hôm qua trời có gió ,was it windy yesterday
15253,social_query,Những gì bạn bè đã ở những nơi phổ biến vào ngày cuối cùng ,what friends were in popular places the last day
10920,lists_query,Có bao nhiêu mục trong danh sách của tôi ,how many items are on my list
16549,email_query,Chỉ cho tôi email từ bạn bè của tôi ,show me emails from my friends
3772,alarm_query,xin vui lòng đọc cho tôi báo động của tôi ,please read me my alarms
14254,qa_factoid,bỏ qua mật khẩu nhất định ,bypass certain passwords
9066,calendar_query,Tôi có một trò chơi vào ngày bảy tháng Tư không ,do i have a game on april seven
10771,lists_remove,Xóa Ashley khỏi danh sách mời đám cưới ,remove ashley from the wedding invite list
809,iot_coffee,cà phê ủ vào buổi trưa ,brew coffee at noon
12204,transport_taxi,bạn có thể vui lòng thuê tôi một chiếc taxi để đi đến opera tối nay ,could you please hire me a taxi to go to the opera tonight
16602,email_query,Vui lòng kéo qua email đã được gửi sáng nay lúc mười giờ sáng ,please pull up the email that was sent this morning at ten am
2274,takeaway_query,Phí giao hàng ,charges of delivery
12035,recommendation_locations,bạn có thể vui lòng cho tôi biết đó là thanh tốt với thức ăn ,could you please tell me which is the good bar with food
16167,email_sendemail,Tôi cần gửi trả lời cho Charlotte ,i need to send a reply to charlotte
6020,alarm_query,Tôi có thể biết về báo động về bạn đã đặt ,may i know the about alarm you set
467,iot_hue_lightup,Làm sáng ánh sáng phòng ngủ của tôi ,brighten my bedroom light
11321,play_podcasts,Vui lòng chơi podcast trên khoa học ,please play podcasts on science
6998,calendar_remove,Xóa sự kiện trong tương lai ,clear future event
14594,qa_stock,Giá hiện tại của cổ phiếu McDonalds là gì ,whats the current price of mcdonalds stock
16420,email_query,Kiểm tra email chưa đọc ,check unread emails
16671,email_query,John đã gửi cho tôi bất kỳ email mới nào ,has john sent me any new emails
8176,calendar_set,Bạn có thể sắp xếp một cuộc họp với ông Chen vào thứ Hai sau sáu trăm PM ,can you schedule a meeting with mr chen on next monday six hundred pm
7190,calendar_query,Những gì trên lịch ngày hôm nay ,what's on the calendar today
33,calendar_query,Kiểm tra khi chương trình bắt đầu ,check when the show starts
15498,social_post,Tại công ty trên Twitter và phàn nàn với dịch vụ khách hàng trong Tweet ,at the company on twitter and complain to customer service in the tweet
12954,qa_definition,những gì một chiếc ô có nghĩa là ,what an umbrella means
1306,datetime_query,Bạn có thể cho tôi biết ngày hôm nay là gì ,can you tell me what the date is today
3934,alarm_query,Chỉ cho tôi các báo động được đặt ,show me the alarms that are set
7371,calendar_query,Tôi có sự kiện lịch trình nào trong tháng này ,what schedule event do i have for this month
4390,audio_volume_down,Tắt âm lượng ,turn down the volume
15268,social_query,cho tôi biết những gì đang xảy ra trên phương tiện truyền thông xã hội ,tell me what's happening on social media
8070,calendar_set,Nhắc nhở tôi gặp Sarah tại Safeway ở McKinleyville California vào buổi trưa ,remind me to meet sarah at safeway in mckinleyville california at noon
6344,general_quirky,Tôi ổn ,i am fine
8419,calendar_query,Tôi có lời nhắc nào cho ngày hôm nay không ,do i have any reminders for today
222,music_likeness,Thêm bài hát này vào danh sách yêu thích của tôi ,add this song to my favorite list
12713,transport_taxi,Đặt một chiếc taxi đến trung tâm mua sắm của Mỹ ,book me a taxi to the mall of america please
16747,email_query,Mike đã gửi cho tôi một email ,has mike sent me an email
11320,play_podcasts,Bắt đầu tập tiếp theo trong một podcast ,start the next episode in a podcast
15984,email_querycontact,Tôi có số điện thoại liên lạc nào khác cho Alison không ,do i have any other contact phone number for alison
6711,general_quirky,ROBOTICS. ,robotics
6006,weather_query,Găng tay sẽ có ích vào thứ ba ,will gloves come in handy on tuesday
10443,lists_remove,Xóa các sự kiện khỏi danh sách của tôi ,remove events from my list
11211,lists_createoradd,Tôi cần phải bắt đầu một danh sách có tên là x ,i need to start a list called x
10280,play_game,Chơi một con chim giận dữ ,play a angry bird
14108,qa_factoid,Hoàng tử có con không ,did prince have children
3425,iot_coffee,bạn có thể làm cho tôi cà phê bây giờ ,can you make me coffee now
6300,general_quirky,bạn đang làm gì đấy ,what are you doing
13430,general_quirky,Tôi đã đốt bao nhiêu calo với năm mươi phút yoga của mình ,how many calories did i burn with my fifty minutes of yoga
7040,calendar_set,Đặt một cuộc họp vào thứ Tư lúc ba giờ chiều trong phòng ,set a meeting on wednesday at three pm in room
16256,email_querycontact,Đọc số liên lạc của Alex từ danh bạ điện thoại ,read the contact number of alex from phone book
3449,iot_hue_lightchange,Thay đổi đèn từ màu đỏ sang màu xanh ,change lights from red to blue
11853,recommendation_events,Phải làm gì hôm nay ở Biloxi ,what to do today in biloxi
11116,lists_createoradd,Thêm các mục mới trong danh sách báo động ,add new items in the alarm list
13147,general_quirky,Tôi thích robot của tôi để biết nếu có quảng cáo hoặc giảm giá trong trung tâm mua sắm hoặc bất kỳ cửa hàng nào ,i like my robot to know if there's a promo or discount in the mall or any shop store
7507,calendar_query,Có bao nhiêu cuộc họp trên lịch của tôi ngày hôm nay ,how many meetings are on my calendar today
14363,general_quirky,Điều gì đã là sản phẩm bán chạy nhất trên thể loại thể thao ở Amazon trong ba ngày qua ,what has been the best selling product on sports category in amazon for the last three days
13972,qa_factoid,George Clooney bao nhiêu tuổi ,how old is george clooney
6308,general_quirky,Tôi ăn sáng lúc tám giờ sáng ,i eat breakfast at eight am
6868,calendar_query,Bạn có thể tóm tắt về các sự kiện theo lịch trình tiếp theo ,can you brief about the next scheduled events
3318,news_query,olly Các tiêu đề gần đây nhất trên CNN là gì ,olly what are the most recent headlines on cnn
11810,recommendation_movies,Những bộ phim đang chơi gần đó ,what movies are playing nearby
10075,cooking_recipe,Khi nào Asparagus trong mùa ,when is asparagus in season
3263,datetime_query,Thời gian phương Đông hiện tại là gì ,what is the current eastern time
15800,email_query,Kiểm tra email mới của tôi ,check my new emails
8368,calendar_set,Lịch trình họp của tôi với Tom Cruise vào tối hôm nay lúc sáu giờ chiều ,schedule my meeting with tom cruise today evening at six pm
8875,calendar_query,bất cứ điều gì xảy ra hôm nay ,anything happening today
5553,takeaway_query,Nhận xét của các nhà hàng ,reviews of the restaurants
9925,cooking_recipe,Bao nhiêu thời gian tôi phải đun sôi một quả trứng ,how much time do i have to boil an egg
13434,qa_factoid,Nói cho tôi biết ai có số một đánh số nhiều nhất trên bảng quảng cáo hai mươi ,tell me who has the most number one hits on the billboard top twenty
6763,calendar_set,Nhắc nhở tôi gửi email đó sau ,remind me to send that email later
12018,recommendation_locations,Nhà hàng Ý ở đâu trong khu vực của tôi ,where are italian restaurants in my area
10174,cooking_recipe,Tìm một công thức tốt cho bít tết ,find a good recipe for steak
6461,music_query,Tôi muốn chủ đề về âm nhạc ,i want topics on music
13939,qa_factoid,Bao xa trong các bước là nhà từ đây ,how far in steps is home from here
3756,play_music,Chơi Jingle Bells Next ,play jingle bells next
4574,takeaway_order,Tôi muốn đặt hàng một số Takeout ,i would like to order some takeout
12486,transport_query,Khi nào là chuyến tàu tiếp theo đến Philadelphia ,when is the next train to philadelphia
14260,qa_definition,Kim tự tháp là gì ,what is piramid
4605,takeaway_query,pizza hut có sẵn sàng không ,does pizza hut have my order ready
16803,email_query,Có bất cứ điều gì mới trong gmail của tôi ,is there anything new in my gmail
1587,music_likeness,Lưu ý kiến của tôi về bài hát hiện đang chơi ,save my opinion on the currently playing song
2737,music_likeness,Tôi phải thực hiện nó trên tệp nhạc quan trọng ,i have to done it on the post important music file
12405,transport_query,vào bốn giờ chiều sẽ là thời gian di chuyển còn lại đến đích ,at four pm how long will be the remaining travel time to the destination
846,alarm_query,Báo động nào sẽ đánh thức tôi dậy vào ngày mai ,what alarms will wake me up tomorrow
3573,music_dislikeness,Xin chào Google Bài hát này quá ồn ào ,hi google this song is too noisy
8364,calendar_query,nơi tôi được cho là thứ tư từ hai đến mười một ,where am i supposed to be wednesday from two to eleven
16019,email_query,bạn có thể cho tôi biết nếu tôi có bất kỳ email chưa đọc nào từ hôm nay ,can you tell me if i've got any unread emails from today
14491,qa_factoid,Jennifer Aniston cao bao nhiêu ,how tall is jennifer aniston
842,takeaway_order,Lịch trình Pizza Takeout cho bảy giờ chiều ,schedule pizza takeout for seven pm
1772,alarm_set,Vui lòng đặt báo thức lúc năm giờ chiều ,please set alarm at five pm
13948,qa_factoid,Brad Pitt sống ở đâu ,where does brad pitt live
11497,play_podcasts,Chơi Răng Dậu Podcast ,play rooster teeth pod cast
1604,alarm_query,Thời gian nào là bộ báo động cho sáng mai ,what time is the alarm set for tomorrow morning
9145,calendar_set,Tôi sẽ yêu cầu nó chơi tiếng bíp liên tục ,i would ask it to play the beep sound continuously
5329,iot_cleaning,Tôi muốn dọn dẹp phòng ngủ của tôi đặt chân không lên và đi đến phòng của tôi ,i want to clean my bedroom put the vacuum on and go to my room
14689,qa_definition,hey google bạn có thể cho tôi biết nhà trắng là gì ,hey google can you tell me what the white house is
166,general_greet,bạn khỏe không ,how are you
3022,iot_wemo_off,Tắt ổ cắm ,turn off socket
11694,recommendation_movies,bất kỳ bộ phim hay ,any good movies
3284,weather_query,Thời tiết ở Miami là gì ,what is the weather in miami
10900,lists_createoradd,giúp tôi đặt một danh sách ,help me set a list of
10231,cooking_recipe,Ví dụ về món ăn cay là gì ,what are examples of spicy cuisines
1285,datetime_query,Tôi muốn thời gian chính xác ở Washington ngay bây giờ ,i want exact time in washington right now
6835,calendar_query,cho tôi địa chỉ của thợ làm tóc của tôi cho cuộc họp ngày hôm nay ,give me the address of my hairdresser for the meeting today
15070,qa_factoid,Khi nào Jamie Fox sinh ra ,when was jamie fox born
1893,music_query,Có phải đó là bài hát từ Spectre ,is that the song from spectre
11386,play_music,bạn có thể làm cho tập tin âm nhạc của tôi để chơi ,can you make my music file to play
2778,weather_query,Nó lạnh hơn ngày hôm qua ,is it colder than yesterday
12805,transport_taxi,Gọi số điện thoại ,call the phone number
12301,transport_taxi,xin vui lòng cho tôi một uber ,get me an uber please
8396,calendar_set,Bạn có thể đặt lời nhắc cho thứ Tư lúc một giờ chiều vì cuộc họp của mình không ,can you set a reminder for wednesday at one pm for my meeting
6917,calendar_remove,Xóa sự kiện ,remove events
13331,qa_factoid,tiểu sử dolly parton. ,dolly parton biography
4884,news_query,những gì đang xảy ra ở Nhật Bản ,whats going on in japan
7991,calendar_set,Bạn có thể thêm lịch của mình một sự kiện cho thứ sáu tới không ,can you add to my calendar an event for next friday
10234,cooking_recipe,Thu thập tất cả các thành phần cần thiết để nấu ăn với các phép đo chính xác và các thiết bị cần thiết ,collect all ingredient needed for cooking with exact measurements and necessary equipments
6754,calendar_remove,Xóa các sự kiện lịch trong tuần này ,remove calendar events for this week
15492,social_post,Tweet một khiếu nại đối với Amazon về lô hàng bị trì hoãn ,tweet a complaint to amazon about delayed shipment
2924,takeaway_order,hey olly đặt tôi một số lấy ra từ deli của jason ,hey olly order me some take out from jason's deli
17096,email_querycontact,Khi nào là cuộc gọi cuối cùng tôi nhận được từ Jordan ,when was the last call i received from jordan
16133,email_sendemail,Gửi email đến Mẹ rằng tôi sẽ đi dự tiệc ,send email to mommy that i'll be going the party
6106,play_music,Chơi Maroon năm di chuyển như Jagger ,play maroon five moves like jagger
13876,qa_factoid,Barack Obama bao nhiêu tuổi ,how old is barack obaba
14710,qa_factoid,Mô tả địa hình chung của Công viên Trung tâm ,describe the general topography of central park
13018,qa_definition,Động vật có nghĩa là gì ,what does animal mean
5505,alarm_query,Báo động nào được đặt trong nhà ,what alarms are set in the house
10390,play_game,Chơi các trò chơi mới nhất ,play the latest games
2411,datetime_query,Thời gian ở London là gì ,whats the time in london
8512,calendar_set,Đặt một lời nhắc nhở để đi xem phim với Ron vào tháng 3 hai mươi bảy ,set a reminder to go to movies with ron on march twenty seven
4878,alarm_set,Thêm một báo động năm giờ sáng thay cho báo thức chín giờ chiều của tôi ,add a five am alarm in place of my nine pm alarm
1523,music,Chơi nhạc đồng quê ,play country music
886,datetime_query,cho tôi biết thời gian nào nó ngay bây giờ ,tell me what time it is right now
12855,transport_ticket,Đặt vé cho ngày hôm nay trong trang web IRCTC cho thông tin được lưu trữ ,book a ticket for today in irctc site for the stored information
12009,recommendation_events,Bất kỳ sự kiện miễn phí nào ở LA ngày hôm nay ,any free events in la today
1408,play_music,Chơi Sanam. ,play sanam
6184,general_quirky,Chúng tôi đã có bữa ăn tối tuyệt vời ngày hôm nay ,we had great dinner today
10155,cooking_recipe,Làm thế nào để tôi nấu gà alfredo ,how do i cook chicken alfredo
49,datetime_convert,cho tôi biết thời gian trong g. m. t. cộng với năm. ,tell me the time in g. m. t. plus five
7456,calendar_set,Tôi có một cuộc họp bởi hai chiều hôm nay xin vui lòng nhắc nhở tôi ,i have a meeting by two pm today please remind me
10876,lists_createoradd,Bắt đầu một danh sách mua sắm mới ,start a new shopping list
7135,calendar_set,Đặt một cuộc họp cho ngày mai ,set a meeting for tomorrow
14400,query,Khi nào là cuộc hẹn tiếp theo ,when is the next appointment
12544,transport_taxi,Taxi ngay bây giờ ,taxi now
6474,weather_query,thời tiết ra sao ,what's the weather
9792,play_music,Tiếp tục các bài hát tưởng niệm ,resume the memorial songs
15853,email_query,Tôi có bất kỳ email về hóa học ,do i have any emails about chemistry
16468,email_addcontact,Thêm email này vào danh bạ của tôi ,add this email to my contacts
3937,play_music,Chơi Huey Lewis. ,play huey lewis
4225,takeaway_query,Bao lâu nữa cho đến khi pizza của tôi sẽ ở đây ,how much longer until my pizza will be here
8629,calendar_set,nhắc nhở tôi vào đầu mỗi tháng ,remind me at the start of each month
3529,play_music,Chơi một danh sách nhạc của bữa tiệc ,play a party music list
52,takeaway_query,Tùy chọn giao hàng được xếp hạng nhất cho thực phẩm Trung Quốc ,most rated delivery options for chinese food
6919,calendar_set,Đặt một thông báo cho ngày thứ ba mà tôi có một cuộc hẹn của bác sĩ lúc mười giờ sáng ,set a notification for fifth march that i have a doctor's appointment at ten am
13440,calendar_query,tôi có học lớp vào thứ hai không ,do i have class on monday
11425,play_podcasts,Đi đến danh sách yêu thích ,go to favourite list
3362,datetime_query,là hai mươi ba vào cuối tuần ,is the twenty third on the weekend
11292,play_podcasts,đi đến cuối podcast ,go to the end of the podcast
2745,news_query,Tin tức trong chính trị trên CNN là gì ,what's the news in politics on cnn
